,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
0,Rp 775 Juta,Cicilan: 3 Jutaan per bulan,Dijual Rumah Baru Cihanjuang Dekat Pemkot Siap Huni,"Cihanjuang, Bandung",2,1,1,LT : 100 m²,LB : 60 m²
1,Rp 830 Juta,Cicilan: 3 Jutaan per bulan,"Modal 10jt Angsuran 3,3jtan Rumah Gress Klasik Di Cikoneng Bandung Dkt Pintu Tol 7rg90","Terusan Buah Batu, Bandung",3,2,0,LT : 50 m²,LB : 54 m²
2,Rp 590 Juta,Cicilan: 2 Jutaan per bulan,Rumah Baru Dengan Dp 2jt Di Margaasih Bandung Harga Murah,"Margaasih, Bandung",1,1,0,LT : 60 m²,LB : 36 m²
3,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Rumah Murah Gbr Cilame Permata Haji Gofur Bandung Barat,"Ngamprah, Bandung",4,2,1,LT : 105 m²,LB : 90 m²
4,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Baru 2 Lantai  di Area Turangga Bandung,"Turangga, Bandung",3,3,0,LT : 130 m²,LB : 108 m²
5,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,Rumah baru siap huni di Buah Batu lokasi strategis di tengah Kota Bandung,"Turangga, Bandung",4,3,2,LT : 100 m²,LB : 170 m²
6,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Cisaranten Kulon Cocok Untuk Rumah Tinggal Kantor Usaha,"Arcamanik, Bandung",5,4,0,LT : 600 m²,LB : 300 m²
7,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,"Rumah Bagus di Bumi Sariwangi, Bandung","Parongpong, Bandung",3,2,1,LT : 179 m²,LB : 130 m²
8,Rp 775 Juta,Cicilan: 3 Jutaan per bulan,Rumah Murah Terawat Siap Huni Cisaranten Arcamanik Bandung,"Arcamanik, Bandung",4,2,0,LT : 88 m²,LB : 110 m²
9,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Bagus 2 Lantai di komplek Cisaranten Kulon Bandung,"Arcamanik, Bandung",5,2,0,LT : 186 m²,LB : 210 m²
10,"Rp 1,3 Miliar",Cicilan: 5 Jutaan per bulan,Rumah 2 Lantai Siap Huni Arcamanik Endah,"Arcamanik, Bandung",4,2,0,LT : 120 m²,LB : 220 m²
11,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,Rumah siap huni di Kopo Safira Bandung Bagus,"Taman Kopo Indah, Bandung",2,1,1,LT : 85 m²,LB : 50 m²
12,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,Rumah Siap Huni Di Cisaranten Kulon Kota Bandung,"Arcamanik, Bandung",3,1,0,LT : 120 m²,LB : 103 m²
13,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,Rumah Minimalis Siap Huni di Cisaranten Kulon,"Arcamanik, Bandung",3,2,0,LT : 145 m²,LB : 145 m²
14,"Rp 2,18 Miliar",Cicilan: 8 Jutaan per bulan,Rumah di Sayap Gatot Subroto Dekat Tsm Cocok Untuk Usaha,"Gatot Subroto, Bandung",4,4,2,LT : 230 m²,LB : 320 m²
15,"Rp 18,5 Miliar",Cicilan: 74 Jutaan per bulan,Rumah Hitung Tanah Di Sayap Gatot Subroto Pelajar Pejuang Bandung,"Gatot Subroto, Bandung",5,3,5,LT : 993 m²,LB : 200 m²
16,"Rp 1,8 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Main Road Malabar Gatot Subroto Cocok Untuk Usaha,"Gatot Subroto, Bandung",4,2,1,LT : 84 m²,LB : 140 m²
17,"Rp 2,6 Miliar",Cicilan: 10 Jutaan per bulan,"Murah!! Rumah Tinggal Dan Kost Dekat Trans Studio Mall Gatot Subroto, Bandung","Gatot Subroto, Bandung",12,12,1,LT : 218 m²,LB : 300 m²
18,"Rp 2,3 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Siap Huni di Komplek One Gate System Arcamanik,"Arcamanik, Bandung",4,3,0,LT : 285 m²,LB : 172 m²
19,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Bagus Lahan Luas Hook Siap Huni di Antapani Bandung Kota,"Antapani, Bandung",5,5,2,LT : 308 m²,LB : 120 m²
20,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Bagus dan Murah di Antapani Bandung Kota,"Antapani, Bandung",2,1,1,LT : 123 m²,LB : 100 m²
21,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,Minimalis Modern Dan Strategis Rumah Di Cluster Antapani Bandung,"Antapani, Bandung",7,4,1,LT : 105 m²,LB : 300 m²
22,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Baru Modern Minimalis Ada 3 Unit Area Turangga Bandung,"Turangga, Bandung",4,4,2,LT : 108 m²,LB : 130 m²
23,"Rp 3,25 Miliar",Cicilan: 13 Jutaan per bulan,"Dijual rumah bagus siap huni di sayap pasir kaliki, lokasi strategis, dekat rumah sakit, dekat mall,","Pasir Kaliki, Bandung",2,2,1,LT : 102 m²,LB : 120 m²
24,"Rp 13,5 Miliar",Cicilan: 54 Jutaan per bulan,Bu Rumah Besar Harga Murah di Kebon Kopi,"Cimahi, Bandung",3,4,9,LT : 1000 m²,LB : 500 m²
25,Rp 2 Miliar,Cicilan: 8 Jutaan per bulan,Dijual Cepat Rumah 2lt. Buah Batu Regency 5 Menit Msuk Tol Bubat,"Bandung Kota, Bandung",3,3,1,LT : 160 m²,LB : 120 m²
26,Rp 1 Miliar,Cicilan: 4 Jutaan per bulan,Rumah Tanah Luas Butuh Renov di Taman Kopo Indah Tki 1,"Taman Kopo Indah, Bandung",2,1,0,LT : 165 m²,LB : 45 m²
27,"Rp 5,75 Miliar",Cicilan: 23 Jutaan per bulan,Rumah di setra Sari Bandung Utara full furnish strategis,"Setra Sari, Bandung",5,4,4,LT : 318 m²,LB : 300 m²
28,"Rp 12,5 Miliar",Cicilan: 50 Jutaan per bulan,Rumah Luas Strategis Cocok Usaha Butuh Renov di Sayap Pasirkaliki,"Pasir Kaliki, Bandung",7,3,8,LT : 672 m²,LB : 368 m²
29,Rp 565 Juta,Cicilan: 2 Jutaan per bulan,Rumah Baru 2 Lantai Jati Handap Cicaheum,"Cicaheum, Bandung",3,1,1,LT : 76 m²,LB : 50 m²
30,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Rumah 1 Lantai 315m2 SHM tengah kota Cikutra Bandung,"Cikutra, Bandung",4,2,1,LT : 315 m²,LB : 280 m²
31,"Rp 7,5 Miliar",Cicilan: 30 Jutaan per bulan,Rumah Siap Huni Area Pasteur Surya Sumantri Kumala Garden,"Sukajadi, Bandung",3,3,0,LT : 352 m²,LB : 500 m²
32,Rp 695 Juta,Cicilan: 2 Jutaan per bulan,Murah Dan Strategis Rumah Bagus Di Cisaranten Arcamanik Bandung,"Arcamanik, Bandung",3,2,1,LT : 100 m²,LB : 75 m²
33,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Setraduta Cemara,"Setra Duta, Bandung",4,3,2,LT : 144 m²,LB : 195 m²
34,"Rp 2,8 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Luas Area Setiabudi Regency Dekat Pondok Hijau ,"Sukasari, Bandung",5,3,0,LT : 401 m²,LB : 150 m²
35,Rp 630 Juta,Cicilan: 2 Jutaan per bulan,"Dp Allin 10jt Angsuran 2,5jtan Rumah Sultan Cakep Bandung Soreang Dkt Pintu Tol 21rg90","Sukajadi, Bandung",2,2,0,LT : 61 m²,LB : 41 m²
36,Rp 715 Juta,Cicilan: 2 Jutaan per bulan,Rumah murah dijual di Arcamanik Cisaranten Kota Bandung ,"Arcamanik, Bandung",2,1,1,LT : 99 m²,LB : 75 m²
37,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,Rumah di Komplek Parahyangan Permai Gegerkalong Bandung Dekat Upi,"Geger Kalong, Bandung",4,3,1,LT : 215 m²,LB : 250 m²
38,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,Rumah di Jual cepat di Antapani siap huni,"Antapani, Bandung",2,1,1,LT : 84 m²,LB : 80 m²
39,"Rp 2,19 Miliar",Cicilan: 8 Jutaan per bulan,Rumahdijual di Antapani Tanjung Sari Asri Lokasi Strategis Nyaman,"Antapani, Bandung",2,1,1,LT : 144 m²,LB : 83 m²
40,Rp 990 Juta,Cicilan: 3 Jutaan per bulan,Dijual Rumah 1 1/2 lantai di PURI DAGO ANTAPANI kota bandung siap huni,"Antapani, Bandung",4,2,0,LT : 98 m²,LB : 100 m²
41,Rp 216 Juta,Cicilan: 864 Ribuan per bulan,Rumah Bagus Siap Huni Bandung Timur Semi Villa,"Bandung Timur, Bandung",1,1,1,LT : 61 m²,LB : 22 m²
42,"Rp 2,1 Miliar",Cicilan: 8 Jutaan per bulan,Dicari Pemilik Baru Dari Rumah Keren Di Setiabudi Regency Bandung,"Setiabudi, Bandung",3,4,3,LT : 158 m²,LB : 96 m²
43,Rp 455 Juta,Cicilan: 1 Jutaan per bulan,Rumah Baru Jati Handap Cicaheum,"Cicaheum, Bandung",2,1,1,LT : 76 m²,LB : 36 m²
44,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Jual Cepat Rumah 2 Lantai Di Batununggal Mulia Bandung,"Batununggal, Bandung",4,2,1,LT : 200 m²,LB : 208 m²
45,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,"Rumah Baru Cantik Cicilan 3,3jtan Dp 10jt Allin Di Bandung Katapang Dkt Borma 10rg90","Katapang, Bandung",3,2,0,LT : 72 m²,LB : 60 m²
46,Rp 3 Miliar,Cicilan: 12 Jutaan per bulan,Harga Bagus @ Arcamanik Endah,"Arcamanik, Bandung",5,5,3,LT : 424 m²,LB : 400 m²
47,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Dijual Rumah Dikotabaru Parahyangan Tatar Simakirana Semi Furnished,"Kota Baru Parahyangan, Bandung",2,1,1,LT : 90 m²,LB : 80 m²
48,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,Dijual Rumah Cluster Cijawura Dekat Jalan Soekarno Hatta Bandung,"Buah Batu, Bandung",2,1,1,LT : 78 m²,LB : 48 m²
49,Rp 590 Juta,Cicilan: 2 Jutaan per bulan,Rumah Murah di Komp. Cijaura Girang Siap Huni Nyaman,"Buah Batu, Bandung",2,2,1,LT : 60 m²,LB : 54 m²
50,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Turangga Minimalis Bagus Hadap Timur,"Turangga, Bandung",4,3,2,LT : 124 m²,LB : 200 m²
51,Rp 735 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Asri Terawat Hook Di Panyileukan Bandung Timur,"Panyileukan, Bandung",2,2,1,LT : 121 m²,LB : 90 m²
52,Rp 595 Juta,Cicilan: 2 Jutaan per bulan,Rumah Termurah! Dijual di Cluster Riung Bandung,"Rancasari, Bandung",2,1,1,LT : 110 m²,LB : 45 m²
53,"Rp 1,3 Miliar",Cicilan: 5 Jutaan per bulan,Dijual Rumah Di Buahbatu Regency 5 Menit Masuk Tol Buah Batu,"Buah Batu, Bandung",3,2,1,LT : 105 m²,LB : 85 m²
54,"Rp 3,1 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Bagus di Setra Duta Bandung Utara Siap Huni Jarang Ada,No Data,4,3,3,LT : 163 m²,LB : 210 m²
55,"Rp 1,38 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni 2 Lantai One Gate di Ciganitri Graha Bandung,"Bojongsoang, Bandung",3,3,2,LT : 138 m²,LB : 150 m²
56,"Rp 2,8 Miliar",Cicilan: 11 Jutaan per bulan,Rumah baru di pusat kota Bandung pangarang ,"Bandung Kota, Bandung",4,4,1,LT : 187 m²,LB : 185 m²
57,"Rp 2,8 Miliar",Cicilan: 11 Jutaan per bulan,Rumah baru di pusat kota Bandung pangarang ,"Bandung Kota, Bandung",4,4,1,LT : 187 m²,LB : 185 m²
58,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,DIJUAL RUMAH SIAP HUNI. PERUMAHAN NUANSA MAS ESTATE CIPAMOKOLAN RANCASARI BANDUNG,"Rancasari, Bandung",4,2,1,LT : 200 m²,LB : 100 m²
59,Rp 1 Miliar,Cicilan: 4 Jutaan per bulan,Termurah Rumah Di Cluster Cherry Field Bonus Furnish,"Buah Batu, Bandung",3,2,1,LT : 100 m²,LB : 98 m²
60,"Rp 8,5 Miliar",Cicilan: 34 Jutaan per bulan,rumah minimalis  modern lux Setra Duta Bandung,"Setra Duta, Bandung",4,5,2,LT : 300 m²,LB : 600 m²
61,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Dijual Rumah Baru 2lt. Minimalis di Arcamanik Cisaranten Kulon,"Arcamanik, Bandung",4,3,3,LT : 120 m²,LB : 110 m²
62,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,"Dijual Rumah Baru Ready Stok ada 9 Unit dalam Perumahan Taman Sari Bukit Bandung, dekat Lapas Sukamiskin Jalan AH Nasution Bandung","Arcamanik, Bandung",3,2,2,LT : 106 m²,LB : 80 m²
63,"Rp 1,05 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Bagus Cluster Area Kawaluyaan,"Buah Batu, Bandung",3,3,1,LT : 128 m²,LB : 100 m²
64,"Rp 3,75 Miliar",Cicilan: 15 Jutaan per bulan,Rumah Mewah Clasik Lokasi Bagus Antapani Bandung,"Antapani, Bandung",5,3,0,LT : 330 m²,LB : 260 m²
65,Rp 45 Miliar,Cicilan: 180 Jutaan per bulan,Rumah Belanda Heritage di Re Martadinata Riau Bandung,"Riau, Bandung",7,2,2,LT : 1026 m²,LB : 213 m²
66,Rp 17 Miliar,Cicilan: 68 Jutaan per bulan,Rumah Klasik Terawat Area Favorit  Tubagus Ismail Dago Bandung,"Tubagus Ismail, Bandung",4,2,2,LT : 1081 m²,LB : 240 m²
67,"Rp 7,5 Miliar",Cicilan: 30 Jutaan per bulan,Rumah Siap Huni Terawat di Turangga Buah Batu,"Turangga, Bandung",9,9,3,LT : 548 m²,LB : 580 m²
68,"Rp 4,9 Miliar",Cicilan: 19 Jutaan per bulan,RUMAH SIAP LUX LOKASI STRATEGIS SURYALAYA CIJAGRA  BANDUNG KOTA,"Cijagra, Bandung",6,4,2,LT : 410 m²,LB : 300 m²
69,Rp 17 Miliar,Cicilan: 68 Jutaan per bulan,"JUAL CEPAT RUMAH LUX 3 LANTAI JALAN. DR. CIPTO, BANDUNG. ","Pasir Kaliki, Bandung",4,4,4,LT : 415 m²,LB : 600 m²
70,"Rp 3,65 Miliar",Cicilan: 14 Jutaan per bulan,Dijual Turun Harga Rumah Nyaman Di Komplek Batununggal ,"Batununggal, Bandung",3,3,1,LT : 262 m²,LB : 220 m²
71,Rp 830 Juta,Cicilan: 3 Jutaan per bulan,"Cicilan 3,3jtan Dp Allin 10jt Rumah Gress Eropa Di Cikoneng Bandung Dkt Stt Telkom 6rg90","Buah Batu, Bandung",3,2,0,LT : 50 m²,LB : 54 m²
72,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Rumah 2 Lantai Semi Furnish Di Amanda Summarecon Bandung,"Summarecon Bandung, Bandung",5,2,1,LT : 128 m²,LB : 210 m²
73,Rp 680 Juta,Cicilan: 2 Jutaan per bulan,Rumah Viral Bandung Timur Ciwastra Dkt Margacintapark Summarecon,"Ciwastra, Bandung",3,2,1,LT : 60 m²,LB : 50 m²
74,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah luas202 di Sayap logam margacinta trs buabbatu,"Margacinta, Bandung",6,4,2,LT : 202 m²,LB : 180 m²
75,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Cepat Kosn Aktif Modern Samping Rs.ginjal Tubagus Ismail,"Tubagus Ismail, Bandung",14,14,1,LT : 88 m²,LB : 220 m²
76,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Minimalis Siap Huni Dekat Tsm Mall Bandung Kota,"Turangga, Bandung",5,4,1,LT : 149 m²,LB : 236 m²
77,Rp 18 Miliar,Cicilan: 72 Jutaan per bulan,RUMAH SAYAP RIAU JRG ADA  LOKASI BEST DEKAT RIAU BANDUNG,"Riau, Bandung",5,4,3,LT : 538 m²,LB : 389 m²
78,Rp 660 Juta,Cicilan: 2 Jutaan per bulan,"Rumah Skandinavia Modal 5jt Cicilan 2,8jtan Di Bandung Katapang Dkt Kopo 8rg90","Katapang, Bandung",3,2,0,LT : 72 m²,LB : 50 m²
79,"Rp 2,1 Miliar",Cicilan: 8 Jutaan per bulan,RUMAH BAGUS TERAWAT AREA MARGAHAYU RAYA,"Buah Batu, Bandung",3,2,1,LT : 196 m²,LB : 150 m²
80,"Rp 2,75 Miliar",Cicilan: 11 Jutaan per bulan,For sale rumah baru di Pangarang pusat kota Bandung ,"Turangga, Bandung",4,4,1,LT : 187 m²,LB : 185 m²
81,"Rp 1,3 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Bagus Sertifikat Hak Milik di Komplek antapani, Bandung","Antapani, Bandung",3,2,2,LT : 86 m²,LB : 83 m²
82,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Siap Huni Dekat Tempat Komersil Di Jingganagara Kota Baru Parahyangan Bandung,"Kota Baru Parahyangan, Bandung",2,1,1,LT : 144 m²,LB : 100 m²
83,Rp 995 Juta,Cicilan: 3 Jutaan per bulan,Rumah Tanpa Dp Hemat 5o Jt Plus Dapat Tiket Umroh Tanpa di Undi,"Soreang, Bandung",3,2,1,LT : 147 m²,LB : 59 m²
84,"Rp 2,6 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Murah Antik Nuansa Kayu Graha Puspa Bandung,"Setiabudi, Bandung",3,2,6,LT : 620 m²,LB : 200 m²
85,Rp 990 Juta,Cicilan: 3 Jutaan per bulan,"Rumah Gress Classic Angsuran 4,1jtan Dp Allin 20jt Padalarang Bandung Dekat Ikea 29rg91","Arcamanik, Bandung",3,2,0,LT : 68 m²,LB : 60 m²
86,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,Jual Rumah Asri Komplek Pharmindo Cimahi SHM,"Cimahi, Bandung",4,2,1,LT : 176 m²,LB : 176 m²
87,Rp 765 Juta,Cicilan: 3 Jutaan per bulan,Di jual rumah bangunan dua lantai lokasi di Jln jatihandap Sasak batu Bandung ,"Mandalajati, Bandung",5,2,1,LT : 84 m²,LB : 126 m²
88,"Rp 2,6 Miliar",Cicilan: 10 Jutaan per bulan,Jual Cepat Rjnah Semi Furnish Di Wangsa Kota Baru Padalarang Padalarang,"Kota Baru Parahyangan, Bandung",3,1,1,LT : 162 m²,LB : 120 m²
89,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,Di Jual Rumah Siap Huni Antapani Bandung,"Antapani, Bandung",3,2,0,LT : 123 m²,LB : 112 m²
90,"Rp 6,99 Miliar",Cicilan: 27 Jutaan per bulan,Rumah Mewah Lux Bagus Istimewa Batununggal Bandung,"Batununggal, Bandung",4,3,0,LT : 375 m²,LB : 500 m²
91,Rp 660 Juta,Cicilan: 2 Jutaan per bulan,"Rumah Baru Minimalis Dp 10jt Allin Cicilan 3,3jtan Katapang Bandung Dkt Borma 12rg90","Kopo, Bandung",3,1,0,LT : 74 m²,LB : 39 m²
92,"Rp 4,9 Miliar",Cicilan: 19 Jutaan per bulan,Rumah murah NJOP sayap Pasteur minimalis asri tengah kota bandung,"Pasteur, Bandung",5,3,1,LT : 580 m²,LB : 270 m²
93,"Rp 2,35 Miliar",Cicilan: 9 Jutaan per bulan,Turun Harga Rumah Keren Scandinavian Padalarang SHM Dekat Kcic,"Padalarang, Bandung",5,5,2,LT : 248 m²,LB : 300 m²
94,Rp 572 Juta,Cicilan: 2 Jutaan per bulan,"Cicilan 2,5jtan Dp Allin 10jt Rumah Gress Cozy Soreang Bandung Dekat Simpang Gading 19rg90","Bandung Kota, Bandung",2,1,0,LT : 62 m²,LB : 36 m²
95,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,"Angsuran 3,3jtan Dp 15jt Allin Rumah Baru City View Di Jatihandap Bandung Dekat Cicaheum 4rg90","Ujungberung, Bandung",3,2,0,LT : 52 m²,LB : 52 m²
96,Rp 5 Miliar,Cicilan: 20 Jutaan per bulan,Di jual Rumah Kost-kostan di Marnatha Bandung ,"Pasteur, Bandung",11,6,2,LT : 293 m²,LB : 360 m²
97,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Rumah di sayap Pasteur tengah kota terawat ,"Pasteur, Bandung",5,4,1,LT : 241 m²,LB : 170 m²
98,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,Rumah hrga di bawah apprasel bank di CImareme CIMAHI ,"Cimahi, Bandung",3,2,1,LT : 105 m²,LB : 120 m²
99,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,Rumah Siap Huni Bonus Sebagian Furnish Dekat Telkom University ,"Terusan Buah Batu, Bandung",2,1,1,LT : 90 m²,LB : 65 m²
100,"Rp 3,8 Miliar",Cicilan: 15 Jutaan per bulan,Rumah Siap Huni Terawat Di Batununggal Sentosa Bandung ,"Batununggal, Bandung",3,3,1,LT : 262 m²,LB : 220 m²
101,"Rp 1,8 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Murah Bagus Taman Sakura Bypass Bandung ,"Soekarno Hatta, Bandung",2,2,1,LT : 126 m²,LB : 100 m²
102,"Rp 4,3 Miliar",Cicilan: 17 Jutaan per bulan,"Dijual Rumah tinggal Mewah split level 3 LT, Setra Murni Atas","Setra Murni, Bandung",5,5,0,LT : 250 m²,LB : 350 m²
103,"Rp 5,7 Miliar",Cicilan: 22 Jutaan per bulan,Rumah di Buah Batu Bojongsoang Gratis Ac Siap Huni Dekat Tol Buahbatu ,"Buah Batu, Bandung",2,2,1,LT : 305 m²,LB : 200 m²
104,"Rp 7,9 Miliar",Cicilan: 31 Jutaan per bulan,Rumah Mewah Pusat Kota Murah Lengkong Tengah Bandung,"Lengkong, Bandung",4,4,2,LT : 320 m²,LB : 450 m²
105,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,Rumah Syariah Modern Murah Di Bandung Lokasi Strategis,"Cimindi, Bandung",3,2,1,LT : 120 m²,LB : 80 m²
106,Rp 12 Miliar,Cicilan: 48 Jutaan per bulan,Rumah Murah Pusat Kota Bagus Srimahi Bandung Dekat Mall,"BKR, Bandung",4,4,1,LT : 693 m²,LB : 450 m²
107,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Rumah Minimalis Jalan Bapak Apit Cihanjuang Bandung,"Cihanjuang, Bandung",3,1,1,LT : 80 m²,LB : 65 m²
108,"Rp 7,8 Miliar",Cicilan: 31 Jutaan per bulan,Rumah Baru Mewah Pusat Kota Bagus Lengkong Besar Bandung,"Lengkong, Bandung",4,4,2,LT : 311 m²,LB : 465 m²
109,"Rp 6,5 Miliar",Cicilan: 26 Jutaan per bulan,"Rumah Kost 2 Lantai Bagus Untuk Investasi di Sayap Surya Sumantri, Bandung","Surya Sumantri, Bandung",22,24,8,LT : 360 m²,LB : 660 m²
110,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,Dijual rumah bisa nego di Cihanjuang Cimahi ,"Cihanjuang, Bandung",2,2,1,LT : 160 m²,LB : 130 m²
111,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,Rumah Murah Hitung Tanah  Kopo Permai Bandung ,"Kopo Permai, Bandung",3,2,1,LT : 179 m²,LB : 133 m²
112,"Rp 1,75 Miliar",Cicilan: 7 Jutaan per bulan,Rumah 2 Lantai SHM Baru tengah kota sayap Muara Peta,"Muara, Bandung",2,2,0,LT : 72 m²,LB : 100 m²
113,"Rp 11,5 Miliar",Cicilan: 46 Jutaan per bulan,Rumah area komersil cocok untuk usaha asia afrika kota bandung ,"Asia Afrika, Bandung",3,4,6,LT : 568 m²,LB : 500 m²
114,"Rp 4,5 Miliar",Cicilan: 18 Jutaan per bulan,Rumah Murah Bagus Cantik Batununggal Bandung,"Batununggal, Bandung",6,3,1,LT : 210 m²,LB : 380 m²
115,"Rp 3,05 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Baru Murah Minimalis Modern Mekar Wangi Bandung,"Mekar Wangi, Bandung",4,3,2,LT : 200 m²,LB : 200 m²
116,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Murah Bagus Furnished Mekar Wangi Bandung,"Mekar Wangi, Bandung",3,1,1,LT : 120 m²,LB : 100 m²
117,"Rp 2,98 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Baru Minimalis Bagus Istimewa Mekar Wangi Bandung,"Mekar Wangi, Bandung",4,3,2,LT : 116 m²,LB : 168 m²
118,"Rp 1,99 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Murah Minimalis Graha Puspa Rasa Villa Bandung,"Setiabudi, Bandung",3,2,1,LT : 250 m²,LB : 210 m²
119,Rp 675 Juta,Cicilan: 2 Jutaan per bulan,"Dp 10jt Allin Cicilan 2,8jtan Rumah Baru Bagus Di Katapang Bandung Dekat Kopo 15rg90","Coblong, Bandung",3,2,0,LT : 67 m²,LB : 50 m²
120,"Rp 3,55 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Bagus Minimalis Singgasana Pradana Bandung,"Mekar Wangi, Bandung",4,3,1,LT : 140 m²,LB : 170 m²
121,Rp 10 Miliar,Cicilan: 40 Jutaan per bulan,Rumah Hitung Tanah di Jl Kopo Bandung Strategis Nego Sampe Deal,"Kopo, Bandung",3,2,5,LT : 336 m²,LB : 150 m²
122,Rp 730 Juta,Cicilan: 2 Jutaan per bulan,Rumah Baru 2 lantai TCI Cibaduyut Bandung,"Cibaduyut, Bandung",2,1,1,LT : 60 m²,LB : 85 m²
123,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,Rumah murah di Mekar wangi SHM,"Mekar Wangi, Bandung",2,2,2,LT : 120 m²,LB : 100 m²
124,"Rp 1,8 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Mewah Pasadena,"Babakanciparay, Bandung",4,2,0,LT : 113 m²,LB : 246 m²
125,"Rp 1,25 Miliar",Cicilan: 5 Jutaan per bulan,Rumah siap huni di Buahbatu Regency Bandung ,"Batununggal, Bandung",3,2,1,LT : 105 m²,LB : 85 m²
126,"Rp 4,2 Miliar",Cicilan: 16 Jutaan per bulan,"Dijual Rumah Cantik dengan Style Minimalis, Lux dan sangat Exlusive, One Gate System, Full Furnished , di Antapani","Antapani, Bandung",3,3,1,LT : 216 m²,LB : 120 m²
127,"Rp 2,42 Miliar",Cicilan: 9 Jutaan per bulan,"2 Menit Ke Tol Bubat !! Rumah Bagus Buahbatu Regency,kota Bandung ","Buah Batu, Bandung",5,4,2,LT : 150 m²,LB : 240 m²
128,"Rp 1,05 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Cantik Siap Huni Kodya Cempaka Hijau Andir,"Andir, Bandung",2,2,1,LT : 72 m²,LB : 65 m²
129,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Di jual rumah murah di Cipaku Setiabudi ,"Setiabudi, Bandung",2,2,2,LT : 446 m²,LB : 200 m²
130,Rp 750 Juta,Cicilan: 3 Jutaan per bulan,Rumah siap huni di taman Cibaduyut indah ,"Cibaduyut, Bandung",3,1,1,LT : 100 m²,LB : 110 m²
131,Rp 750 Juta,Cicilan: 3 Jutaan per bulan,Rumah siap huni di Taman Cibaduyut indah Bandung ,"Cibaduyut, Bandung",2,1,1,LT : 100 m²,LB : 80 m²
