,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
6942,Rp 7 Miliar,Cicilan: 29 Jutaan per bulan,Rumah Bagus Nyaman 2 Lantai Siap Huni di Sayap Turangga Bandung,"Turangga, Bandung",11,5,0,LT : 360 m²,LB : 365 m²
6943,Rp 950 Juta,Cicilan: 4 Jutaan per bulan,Rumah Bagus Harga Nego di Wanagiri Residence Pasir Impun Bandung,"Mandalajati, Bandung",2,1,1,LT : 84 m²,LB : 90 m²
6944,"Rp 5,3 Miliar",Cicilan: 22 Jutaan per bulan,Jual Rumah Bagus Dan Kokoh di Batu Indah Batununggal Bandung,"Batununggal, Bandung",4,2,3,LT : 285 m²,LB : 400 m²
6945,"Rp 9,5 Miliar",Cicilan: 40 Jutaan per bulan,Rumah Lama Sayap Riau Harga Spesial Lokasi Eksklusif Martadinata,"Riau, Bandung",3,2,2,LT : 414 m²,LB : 375 m²
6946,"Rp 6,8 Miliar",Cicilan: 28 Jutaan per bulan,Jual Rumah Minimalis Scandinavian Fully Furnished di Batununggal,"Batununggal, Bandung",3,3,2,LT : 288 m²,LB : 340 m²
6947,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished di Singgasana Pradana , Bandung","Mekar Wangi, Bandung",3,2,1,LT : 200 m²,LB : 130 m²
6948,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Minimalis Siap Huni di Cigadung Tubagus Ismail Kota Bandung,"Cigadung, Bandung",3,3,1,LT : 92 m²,LB : 160 m²
6949,Rp 10 Miliar,Cicilan: 42 Jutaan per bulan,Dijual Rumah Cigadung Selatan 2 Lantai Bagus Siap Huni ,"Cigadung, Bandung",5,2,0,LT : 538 m²,LB : 375 m²
6950,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,Rumah Siap Huni Posisi Hook 2 Lantai,"Baleendah, Bandung",3,3,1,LT : 140 m²,LB : 130 m²
6951,"Rp 1,3 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Siap Huni di Gallery Kawaluyaan Buah Batu Bandung,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 98 m²,LB : 180 m²
6952,"Rp 3,9 Miliar",Cicilan: 16 Jutaan per bulan,Dijual Rumah Minimalis Semi Furnish Siap Huni Antapani Bandung,"Antapani, Bandung",4,5,1,LT : 216 m²,LB : 250 m²
6953,Rp 15 Miliar,Cicilan: 63 Jutaan per bulan,Rumah Mewah View Danau di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 417 m²,LB : 800 m²
6954,Rp 32 Miliar,Cicilan: 135 Jutaan per bulan,"Rumah Cocok Usaha Lokasi Strategis di Sayap Riau Dago, Bandung","Riau, Bandung",10,3,6,LT : 892 m²,LB : 600 m²
6955,Rp 7 Miliar,Cicilan: 29 Jutaan per bulan,Rumah Bagus Nyaman 2 Lantai Siap Huni di Sayap Turangga Bandung,"Turangga, Bandung",11,5,1,LT : 360 m²,LB : 365 m²
6956,Rp 7 Miliar,Cicilan: 29 Jutaan per bulan,Rumah Nyaman 2 Lantai Tengah Kota Strategis Siap Huni di Turangga Bandung,"Turangga, Bandung",11,5,1,LT : 360 m²,LB : 365 m²
6957,"Rp 1,8 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Murah Di Bawah NJOP  Dekat Exit Tol Buah Batu,"Buah Batu, Bandung",8,5,2,LT : 182 m²,LB : 500 m²
6958,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,Rumah Posisi Hook 2 Lantai Di Perum Bumi Kresna Asri,"Rancamanyar, Bandung",3,3,1,LT : 140 m²,LB : 130 m²
6959,"Rp 2,98 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Bagus Semi Furnished di Tatar Banyaksumba Kbp,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 126 m²,LB : 175 m²
6960,"Rp 3,85 Miliar",Cicilan: 16 Jutaan per bulan,"Dijual Rumah Siap Huni Di Batununggal Mulia, Baru Renov, One Gate Sistem","Batununggal, Bandung",4,3,1,LT : 180 m²,LB : 280 m²
6961,"Rp 2,55 Miliar",Cicilan: 10 Jutaan per bulan,Rumah SHM dan Terawat di Tatar Wangsakerta KBP,"Kota Baru Parahyangan, Bandung",3,1,2,LT : 162 m²,LB : 125 m²
6962,"Rp 1,25 Miliar",Cicilan: 5 Jutaan per bulan,"Dijual Rumah Di Turangga Siap Huni , One Gate Sistem","Turangga, Bandung",2,2,1,LT : 126 m²,LB : 120 m²
6963,Rp 695 Juta,Cicilan: 2 Jutaan per bulan,Rumah Jual Murah Cikutra Tengah Kota Bandung SHM,"Cikutra, Bandung",3,2,1,LT : 135 m²,LB : 107 m²
6964,Rp 7 Miliar,Cicilan: 29 Jutaan per bulan,"Rumah Luas Nyaman Strategis 2 Lantai Siap Huni di Sayap Turangga Bandung ,,,,,,","Turangga, Bandung",11,5,1,LT : 360 m²,LB : 365 m²
6965,"Rp 6,5 Miliar",Cicilan: 27 Jutaan per bulan,"DIJUAL RUMAH MEWAH LUX FULL FURNISHED DI BKR BANDUNG 
","BKR, Bandung",4,3,1,LT : 420 m²,LB : 550 m²
6966,Rp 2 Miliar,Cicilan: 8 Jutaan per bulan,Turun Harga Rumah 2 Lantai Mainroad Strategis di Kopo Permai Bandung,"Kopo Permai, Bandung",6,5,1,LT : 203 m²,LB : 211 m²
6967,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Terawat di Tatar Pitaloka Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",6,5,2,LT : 240 m²,LB : 400 m²
6968,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,Rumah Siap Huni 2 Lantai 2 Garasi Mobil,"Rancamanyar, Bandung",3,3,1,LT : 140 m²,LB : 130 m²
6969,Rp 500 Juta,Cicilan: 2 Jutaan per bulan,Rumah Siap Huni di Bumi Parahyangan Kencana,"Soreang, Bandung",2,1,1,LT : 98 m²,LB : 90 m²
6970,"Rp 1,39 Miliar",Cicilan: 5 Jutaan per bulan,Jual Rumah Siap Huni di Komplek Setra Dago Antapani Kota Bandung,"Antapani, Bandung",3,3,1,LT : 72 m²,LB : 90 m²
6971,"Rp 2,65 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Bagus Siap Huni di Taman Kopo Indah 3 Bandung,"Taman Kopo Indah, Bandung",3,1,0,LT : 210 m²,LB : 100 m²
6972,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Di Jual Rumah di Dalam Gang Daerah Pasirkoja Bandung,"Pasir Koja, Bandung",2,1,1,LT : 55 m²,LB : 70 m²
6973,"Rp 6,5 Miliar",Cicilan: 27 Jutaan per bulan,"Luxury Home At Bale Pakuan, Ciumbuleuit, Bandung","Ciumbuleuit, Bandung",3,3,1,LT : 285 m²,LB : 385 m²
6974,"Rp 1,2 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah 2 Lantai Bagus SHM di Jalan Raya Ciumbuleuit, Bandung","Ciumbuleuit, Bandung",1,3,0,LT : 53 m²,LB : 68 m²
6975,"Rp 1,95 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Minimalis Siap Huni Komplek Mekar Wangi,"Mekar Wangi, Bandung",2,1,2,LT : 120 m²,LB : 75 m²
6976,"Rp 4,5 Miliar",Cicilan: 19 Jutaan per bulan,Rumah Bagus Nyaman 2 Lantai Lokasi Strategis Siap Huni di Kebon Kopi Bandung,"Cimahi, Bandung",4,4,1,LT : 184 m²,LB : 204 m²
6977,"Rp 4,5 Miliar",Cicilan: 19 Jutaan per bulan,JUAL RUMAH SIAP HUNI DAERAH CIGADUNG BANDUNG,"Cigadung, Bandung",4,4,0,LT : 465 m²,LB : 600 m²
6978,"Rp 4,8 Miliar",Cicilan: 20 Jutaan per bulan,Rumah Mewah 2 Lantai Semi Furnished Di Taman Kopo Indah 3 Bandung,"Taman Kopo Indah, Bandung",4,4,1,LT : 325 m²,LB : 350 m²
6979,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Murah Full Furnish Siap Huni Antapani,"Antapani, Bandung",3,2,1,LT : 112 m²,LB : 100 m²
6980,"Rp 3,2 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Baru Renovasi Lokasi Strategis Taman Mutiara Cimahi Bandung,"Cimahi, Bandung",4,3,2,LT : 300 m²,LB : 212 m²
6981,"Rp 2,6 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Dijual Ujung Berung,"Ujungberung, Bandung",5,3,2,LT : 140 m²,LB : 186 m²
6982,"Rp 3,25 Miliar",Cicilan: 13 Jutaan per bulan,Dijual Rumah Semi Furnished Nyaman Siap Huni Lokasi di Singgasana Pradana Bandung,"Singgasana, Bandung",3,4,2,LT : 187 m²,LB : 250 m²
6983,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Baru Furnished Minimalis Komplek Leuwisari Kota Bandung,"Leuwi Panjang, Bandung",3,2,2,LT : 75 m²,LB : 102 m²
6984,"Rp 2,8 Miliar",Cicilan: 11 Jutaan per bulan,Menarik Terawat Strategis Rumah Di Turangga Bandung Dekat Ke Tsm,"Turangga, Bandung",5,5,1,LT : 252 m²,LB : 250 m²
6985,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Hay Kamuu.. Yuk Check Rumah Ini Di Taman Holis Indah 1 Bandung,"Holis Cigondewah, Bandung",2,2,1,LT : 112 m²,LB : 90 m²
6986,"Rp 1,7 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Siap Huni Jarang Ada di Turangga Dekat Buah Batu Kota Bandung,"Turangga, Bandung",4,3,1,LT : 137 m²,LB : 120 m²
6987,"Rp 2,75 Miliar",Cicilan: 11 Jutaan per bulan,Cigadung Komplek Ardini ,"Cigadung, Bandung",4,2,1,LT : 344 m²,LB : 200 m²
6988,"Rp 1,95 Miliar",Cicilan: 8 Jutaan per bulan,"Rumah 2 Lantai Baru Unfurnished SHM di Taman Kopo Indah, Bandung","Taman Kopo Indah, Bandung",4,3,2,LT : 114 m²,LB : 162 m²
6989,"Rp 3,6 Miliar",Cicilan: 15 Jutaan per bulan,Jatuh Hati Euy Rumah Bagus Di Taman Holis Indah 1 Bandung Kota,"Holis Cigondewah, Bandung",4,2,2,LT : 300 m²,LB : 400 m²
6990,Rp 790 Juta,Cicilan: 3 Jutaan per bulan,Rumah Minimalis Nyaman Full Furnished di Komplek Taman Indah Pasir Impun Bandung,"Mandalajati, Bandung",2,1,0,LT : 92 m²,LB : 50 m²
6991,Rp 580 Juta,Cicilan: 2 Jutaan per bulan,Rumah Dekat Ke Minimarket Dan Polres di Bumi Parahyangan Kencana,"Soreang, Bandung",2,2,1,LT : 120 m²,LB : 100 m²
6992,"Rp 3,25 Miliar",Cicilan: 13 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished di Singgasana Pradana, Bandung","Singgasana, Bandung",3,4,1,LT : 187 m²,LB : 250 m²
6993,Rp 5 Miliar,Cicilan: 21 Jutaan per bulan,Incaran Nih Rumah Nyaman Di Sukawarna Istana Regency Pasteur Bandung,"Pasteur, Bandung",3,2,4,LT : 178 m²,LB : 385 m²
6994,"Rp 4,5 Miliar",Cicilan: 19 Jutaan per bulan,Rumah Nyaman 2 Lantai Minimalis Modern Siap Huni di Kebon Kopi Bandung,"Cimahi, Bandung",4,4,1,LT : 182 m²,LB : 204 m²
6995,Rp 2 Miliar,Cicilan: 8 Jutaan per bulan,Rumah 2 Lantai di Sayap Peta Cocok Untuk Home Industri,"Peta, Bandung",7,2,1,LT : 255 m²,LB : 350 m²
6996,"Rp 2,2 Miliar",Cicilan: 9 Jutaan per bulan,"Rumah 2 lantai bagus minimalis dekat sekolah BPK Penabur,dekat tol Pasko,tol marga asih","Holis Cigondewah, Bandung",4,3,2,LT : 135 m²,LB : 160 m²
6997,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,"Jual Cepat, Jarang Ada, Rumah Bagus 2lantai Dkt Kampus Upi Cibiru","Cibiru, Bandung",3,2,0,LT : 73 m²,LB : 100 m²
6998,"Rp 2,45 Miliar",Cicilan: 10 Jutaan per bulan,Masa Depan Nih Rumah Nyaman Di Taman Holis Indah 1 Cigondewah Bandung,"Holis Cigondewah, Bandung",3,3,2,LT : 135 m²,LB : 200 m²
6999,Rp 90 Juta,Cicilan: 381 Ribuan per bulan,Sewa Rumah Baru Kota Baru Parahyangan Tatar Tarubhawana Siap Huni Asri 2 Lantai,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 120 m²,LB : 150 m²
7000,Rp 775 Juta,Cicilan: 3 Jutaan per bulan,Rumah Murah Harga Dekat Njop Dalam Cluster di Margahayu Raya Metro Bandung,"Margahayu, Bandung",3,2,1,LT : 101 m²,LB : 90 m²
7001,Rp 3 Miliar,Cicilan: 12 Jutaan per bulan,Rumah Pusat Kota Bandung Dekat Astana Anyar Pagarsih ,"Astanaanyar, Bandung",4,2,3,LT : 281 m²,LB : 130 m²
7002,"Rp 5,3 Miliar",Cicilan: 22 Jutaan per bulan,Rumah Mewah Terawat Luas524 Di Komplek Kurdi M.toha,"Moch Toha, Bandung",4,4,2,LT : 524 m²,LB : 300 m²
7003,Rp 250 Juta,Cicilan: 1 Jutaan per bulan,Rumah Dijual Di Puri Rumpu Pandaulun Cibeunying Majalaya,"Majalaya, Bandung",2,1,1,LT : 72 m²,LB : 42 m²
7004,"Rp 2,3 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Bagus 2 Lantai Minimalis Modern Full Furnished Siap Huni Kota Bali Residence Bandung,"Padalarang, Bandung",3,2,1,LT : 128 m²,LB : 150 m²
7005,"Rp 2,75 Miliar",Cicilan: 11 Jutaan per bulan,"Dijual Rumah 2 Lantai Unfurnished di Pungkur, Bandung","Pungkur, Bandung",3,2,1,LT : 220 m²,LB : 300 m²
7006,"Rp 4,5 Miliar",Cicilan: 19 Jutaan per bulan,Rumah Nyaman 2 Lantai Strategis Siap Huni di Kebon Kopi Bandung,"Cimahi, Bandung",4,4,1,LT : 182 m²,LB : 204 m²
7007,"Rp 18,5 Miliar",Cicilan: 78 Jutaan per bulan,"Dijual: Rmh Belanda Terawat di Sayap Jln Dago, Coblong","Coblong, Bandung",7,6,4,LT : 620 m²,LB : 300 m²
7008,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Dijual Rumah Tengah Kota Cocok Untuk Kantor Dan Usaha,"Regol, Bandung",3,2,9,LT : 392 m²,LB : 300 m²
7009,Rp 485 Juta,Cicilan: 2 Jutaan per bulan,"Dijual Rumah Baru Shm Cluster One Gate Di Jatihandap , Padasuka","Padasuka, Bandung",2,1,1,LT : 60 m²,LB : 40 m²
7010,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Jual rumah Antapani Bandung,"Antapani, Bandung",4,3,2,LT : 268 m²,LB : 180 m²
7011,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,"Rumah Bagus SHM di Dewi Sartika, Regol Bandung","Regol, Bandung",3,2,2,LT : 157 m²,LB : 140 m²
7012,Rp 675 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Cluster Baru di Padasuka SHM Dkt Pusat Kota Bandung ,"Padasuka, Bandung",2,2,0,LT : 72 m²,LB : 60 m²
7013,"Rp 2,49 Miliar",Cicilan: 10 Jutaan per bulan,"2 Lantai Sudah Renovasi Sertifikat Hak Milik di Padasuka, Bandung, Jawa Barat","Padasuka, Bandung",6,3,3,LT : 500 m²,LB : 400 m²
7014,"Rp 7,15 Miliar",Cicilan: 30 Jutaan per bulan,"Segera Miliki Rumah Cantik, Siap Huni, View Danau Di Kota Baru Parahyangan Bandung","Kota Baru Parahyangan, Bandung",3,2,2,LT : 301 m²,LB : 435 m²
7015,Rp 9 Miliar,Cicilan: 38 Jutaan per bulan,Rumah Kost Investasi 2 Lantai 26 Kamar SHM Cikutra Bandung,"Bandung Kota, Bandung",26,26,4,LT : 550 m²,LB : 600 m²
7016,"Rp 2,3 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Bagus 2 Lantai Minimalis Modern Full Furnished Siap Huni di Kota Bali Residence Bandung,"Padalarang, Bandung",3,2,1,LT : 128 m²,LB : 150 m²
7017,"Rp 4,55 Miliar",Cicilan: 19 Jutaan per bulan,Harga Bawah Pasaran Anapuri Sudut Podomoro BDG,"Podomoro Park Bandung, Bandung",4,3,0,LT : 264 m²,LB : 168 m²
7018,"Rp 3,2 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Bagus Harga Paling Murah Cluster Amanda Summarecon Bandung,"Summarecon Bandung, Bandung",4,3,1,LT : 144 m²,LB : 180 m²
7019,Rp 778 Juta,Cicilan: 3 Jutaan per bulan,Hunian Di Ciwastra Jual Cepat 2 Carport Dekat Ke Pasar Ciwastra,"Ciwastra, Bandung",2,1,2,LT : 108 m²,LB : 70 m²
7020,"Rp 2,75 Miliar",Cicilan: 11 Jutaan per bulan,RUMAH  2 LANTAI MINIMALIS DI GEGER KALONG,"Geger Kalong, Bandung",4,2,0,LT : 200 m²,LB : 350 m²
7021,Rp 11 Miliar,Cicilan: 46 Jutaan per bulan,Rumah Kost Aktif Cigadung Dago Bandung lokasi strategis SHM,"Cigadung, Bandung",26,5,6,LT : 942 m²,LB : 800 m²
7022,"Rp 3,25 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Siap Pakai Di Komplek Singgasana Pradana Mekar Wangi.bandung,"Singgasana, Bandung",3,4,1,LT : 187 m²,LB : 250 m²
7023,Rp 3 Miliar,Cicilan: 12 Jutaan per bulan,"Jual Rumah Hitung Tanah Jl. Riung Wargi, Komplek Riung Bandung","Soekarno Hatta, Bandung",3,2,3,LT : 487 m²,LB : 270 m²
7024,Rp 8 Miliar,Cicilan: 33 Jutaan per bulan,Rumah hook 2 lantai full furnished cantik asri terawat lokasi paling dicari Batununggal kota Bandung,"Batununggal, Bandung",4,3,0,LT : 334 m²,LB : 450 m²
7025,Rp 30 Miliar,Cicilan: 127 Jutaan per bulan,Rumah Lux di Dago Pakar Bandung View Furnished,"Dago Pakar, Bandung",4,5,8,LT : 1400 m²,LB : 1000 m²
7026,"Rp 3,5 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Baru 2 Lantai Area Dago Cigadung SHM,"Cigadung, Bandung",4,3,1,LT : 173 m²,LB : 235 m²
7027,Rp 2 Miliar,Cicilan: 8 Jutaan per bulan,Rumah Luas Murah di Buah Batu Komplek Margacinta,"Margacinta, Bandung",3,3,1,LT : 390 m²,LB : 200 m²
7028,"Rp 5,5 Miliar",Cicilan: 23 Jutaan per bulan,"Rumah 2 Lantai Bagus SHM di Dago Pakar, Bandung","Dago Pakar, Bandung",3,2,2,LT : 430 m²,LB : 300 m²
7029,"Rp 3,8 Miliar",Cicilan: 16 Jutaan per bulan,Rumah semi villa bali style Cluster Grand Calista Cherry field,"Bojongsoang, Bandung",4,4,0,LT : 200 m²,LB : 170 m²
7030,"Rp 3,25 Miliar",Cicilan: 13 Jutaan per bulan,Hunian Sejuk Nyaman Dekat Gegerkalong Dan Setiabudi Siap Huni,"Pondok Hijau, Bandung",3,3,2,LT : 182 m²,LB : 235 m²
7031,Rp 870 Juta,Cicilan: 3 Jutaan per bulan,Rumah 2 Lantai Shm Dekat Lembang Setiabudi Bandung,"Lembang, Bandung",3,2,1,LT : 100 m²,LB : 56 m²
7032,"Rp 6,75 Miliar",Cicilan: 28 Jutaan per bulan,Jual Muraah Rumah Lama Dekat Gedung Telkom Japati Kota Bandung ,"Surapati, Bandung",5,3,2,LT : 313 m²,LB : 250 m²
7033,"Rp 2,79 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Keren Siap Huni di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,21,0,LT : 128 m²,LB : 148 m²
7034,"Rp 2,3 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Bagus Minimalis Modern 2 Lantai Siap Huni di Kota Bali Residence Bandung,"Padalarang, Bandung",3,2,1,LT : 128 m²,LB : 150 m²
7035,Rp 990 Juta,Cicilan: 4 Jutaan per bulan,Keren Banget Nih Harga Nya  Rumah Luas Dalam Komplek Cijerah Bandung,"Bandung Kulon, Bandung",3,1,1,LT : 178 m²,LB : 140 m²
7036,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,"Rumah 2 Lantai Bagus SHM di Griya Cikutra, Bandung","Cikutra, Bandung",2,2,1,LT : 55 m²,LB : 60 m²
7037,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Jual / Sewa Rumah Siap Huni Di Katapang,"Katapang, Bandung",2,1,1,LT : 76 m²,LB : 60 m²
7038,Rp 3 Miliar,Cicilan: 12 Jutaan per bulan,RUMAH TINGGAL TERAWAT 2 LANTAI SIAP HUNI DI ARCAMANIK,"Arcamanik, Bandung",3,3,0,LT : 300 m²,LB : 208 m²
7039,"Rp 8,75 Miliar",Cicilan: 37 Jutaan per bulan,"Rumah 2 Lantai Bagus Furnished SHM di Cibuarial, Bandung","Dago Pakar, Bandung",4,4,2,LT : 400 m²,LB : 110 m²
7040,"Rp 6,5 Miliar",Cicilan: 27 Jutaan per bulan,Rumah Cantik Full Furnished Siap Huni di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",5,4,0,LT : 350 m²,LB : 550 m²
7041,"Rp 5,54 Miliar",Cicilan: 23 Jutaan per bulan,Rumah 2 Lantai Baru Tipe Askara Luas 176 M² 4 Kamar Tidur Hunian Mewah Dengan Keamanan Dan Cctv 24 Jam Dalam Cluster Brahmapuri Di Podomoro Park Bandung,"Podomoro Park Bandung, Bandung",4,4,2,LT : 198 m²,LB : 230 m²
7042,"Rp 4,9 Miliar",Cicilan: 20 Jutaan per bulan,RUMAH TINGGAL DI SAYAP BUAH BATU,"Buah Batu, Bandung",10,7,0,LT : 387 m²,LB : 600 m²
7043,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,RUMAH CARINGIN VILLAGE JATINANGOR,"Jatinangor, Bandung",3,3,1,LT : 91 m²,LB : 139 m²
7044,"Rp 2,3 Miliar",Cicilan: 9 Jutaan per bulan,"Rumah Bagus Nyaman Minimalis Modern Siap Huni di Kota Bali Residence Bandung ,,,,,,","Padalarang, Bandung",3,2,1,LT : 128 m²,LB : 150 m²
7045,Rp 250 Juta,Cicilan: 1 Jutaan per bulan,Promo Hunian Luxury Diskon 50jt,"Buah Batu, Bandung",2,1,1,LT : 60 m²,LB : 40 m²
7046,"Rp 4,75 Miliar",Cicilan: 20 Jutaan per bulan,Rumah 2 Lantai Siap Huni di Setiabudi Regency,"Setiabudi, Bandung",3,3,2,LT : 472 m²,LB : 400 m²
7047,Rp 250 Juta,Cicilan: 1 Jutaan per bulan,Promo Perumahan Murah Tersedia Berbagai Macam Type Diskon 50jt,"Buah Batu, Bandung",2,1,1,LT : 60 m²,LB : 40 m²
7048,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Dijual Rumah Baru Arcamanik Bandung,"Arcamanik, Bandung",4,3,2,LT : 100 m²,LB : 160 m²
7049,Rp 250 Juta,Cicilan: 1 Jutaan per bulan,Segera Dapatkan Promo Rumah Idaman Diskon 50 Juta,"Ciwastra, Bandung",3,1,1,LT : 80 m²,LB : 40 m²
7050,"Rp 1,5 Miliar",Cicilan: 6 Jutaan per bulan,Rumah cantik ,"Cigondewah, Bandung",2,1,0,LT : 114 m²,LB : 90 m²
7051,"Rp 1,45 Miliar",Cicilan: 6 Jutaan per bulan,Ulalaa Rumah Nyaman Siap Huni di Taman Kopo Indah 1 Bandung,"Taman Kopo Indah, Bandung",3,2,1,LT : 90 m²,LB : 120 m²
7052,Rp 33 Miliar,Cicilan: 139 Jutaan per bulan,Rumah di Area Komersil Jl Veteran Bandung,"Sumurbandung, Bandung",7,4,0,LT : 1251 m²,LB : 914 m²
7053,"Rp 2,25 Miliar",Cicilan: 9 Jutaan per bulan,Suara Bahagia Beli Rumah di Taman Holis Indah 1 Bandung Kota,"Holis Cigondewah, Bandung",4,3,2,LT : 135 m²,LB : 160 m²
7054,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Bagus Luas188 Di Cluster Pondok Hijau ,"Pondok Hijau, Bandung",3,3,2,LT : 188 m²,LB : 154 m²
7055,"Rp 7,5 Miliar",Cicilan: 31 Jutaan per bulan,"Rumah 2,5 Lantai Geger Kalong Full Furnished","Geger Kalong, Bandung",4,4,6,LT : 487 m²,LB : 710 m²
7056,"Rp 2,8 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Rumah Nyaman Minimalis Perumahan Batununggal Kota Bandung,"Batununggal, Bandung",3,3,0,LT : 168 m²,LB : 135 m²
7057,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Lets Goo Beli Rumah di Sini Aja Area Taman Holis Indah 2 Bandung,"Holis Cigondewah, Bandung",3,3,0,LT : 150 m²,LB : 220 m²
7058,Rp 275 Juta,Cicilan: 1 Jutaan per bulan,Rumah 290jt Nego Komplek Pandawa Bojongsoang Bandung,"Bojongsoang, Bandung",2,2,1,LT : 63 m²,LB : 36 m²
7059,"Rp 2,25 Miliar",Cicilan: 9 Jutaan per bulan,Jangan Salah Pilih.. Beli Aja Rumah di Area Pungkur Regol Bandung Kota,"Pungkur, Bandung",3,3,0,LT : 66 m²,LB : 150 m²
7060,"Rp 4,5 Miliar",Cicilan: 19 Jutaan per bulan,Sejatinya Kita Beli Rumah di Komplek Nyaman Setraduta Bandung,"Setra Duta, Bandung",7,4,1,LT : 170 m²,LB : 384 m²
7061,"Rp 2,9 Miliar",Cicilan: 12 Jutaan per bulan,Pasti Nyaman Rumah Bagus di Mekar Wangi Cibaduyut Bandung Kota,"Mekar Wangi, Bandung",4,2,2,LT : 120 m²,LB : 170 m²
7062,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Baru Antapani Kota Bandung,"Antapani, Bandung",3,2,1,LT : 88 m²,LB : 90 m²
7063,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Bisa Banget Miliki Rumah di Taman Holis Indah 1 Cigondewah Bandung,"Holis Cigondewah, Bandung",5,2,0,LT : 162 m²,LB : 200 m²
7064,"Rp 2,69 Miliar",Cicilan: 11 Jutaan per bulan,Yuhuu Miliki Rumah di Komplek Taman Holis Indah 1 Cigondewah Bandung,"Holis Cigondewah, Bandung",2,2,0,LT : 125 m²,LB : 180 m²
7065,"Rp 2,5 Miliar",Cicilan: 10 Jutaan per bulan,Unboxing Bareng Yuk Rumah Baru di Taman Holis Indah 2 Cigondewah Bandung,"Holis Cigondewah, Bandung",3,3,0,LT : 150 m²,LB : 220 m²
7066,Rp 300 Juta,Cicilan: 1 Jutaan per bulan,"Dijual Rumah Minimalis, Furnished, Di Bojong Malaka Bandung.","Baleendah, Bandung",2,1,1,LT : 60 m²,LB : 45 m²
7067,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Full Furnish Bentang Artha Residence Derwati Ciwastra Buah Batu Bandung,"Bojongsoang, Bandung",2,1,1,LT : 72 m²,LB : 45 m²
7068,"Rp 2,6 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Murah Rumah Setraduta Dkt Pasteur Bandung,"Pasteur, Bandung",3,2,1,LT : 180 m²,LB : 240 m²
7069,Rp 5 Miliar,Cicilan: 21 Jutaan per bulan,Semifurnish Rumah di Pondok Hijau Komplek Elit Kota Bandung,"Pondok Hijau, Bandung",3,3,3,LT : 484 m²,LB : 290 m²
7070,Rp 680 Juta,Cicilan: 2 Jutaan per bulan,Hunian Murah di Ciganitri 10 Menit Ke Stt Telkom Tol Buahbatu ,"Buah Batu, Bandung",2,1,1,LT : 84 m²,LB : 45 m²
