,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
0,"Rp 1,17 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Cigadung, Bandung",5,4,2,LT : 152 m²,LB : 250 m²
1,Rp 473 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Cimenyan, Bandung",2,1,0,LT : 82 m²,LB : 36 m²
2,Rp 8 Miliar,Cicilan: 30 Jutaan per bulan,No Data,"Riau, Bandung",11,3,2,LT : 390 m²,LB : 265 m²
3,"Rp 2,9 Miliar",Cicilan: 11 Jutaan per bulan,No Data,"Margahayu, Bandung",6,5,1,LT : 254 m²,LB : 475 m²
4,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Jatinangor, Bandung",6,6,3,LT : 135 m²,LB : 120 m²
5,"Rp 3,9 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Batununggal, Bandung",4,4,0,LT : 180 m²,LB : 198 m²
6,"Rp 4,25 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Cigadung, Bandung",3,3,1,LT : 264 m²,LB : 100 m²
7,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 144 m²,LB : 220 m²
8,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Dago, Bandung",6,4,3,LT : 705 m²,LB : 276 m²
9,Rp 4 Miliar,Cicilan: 15 Jutaan per bulan,No Data,"Surya Sumantri, Bandung",3,5,0,LT : 192 m²,LB : 320 m²
10,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Bojongsoang, Bandung",3,2,0,LT : 79 m²,LB : 65 m²
11,"Rp 5,37 Miliar",Cicilan: 20 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,3,1,LT : 300 m²,LB : 245 m²
12,Rp 13 Miliar,Cicilan: 49 Jutaan per bulan,No Data,"Dago, Bandung",8,6,2,LT : 200 m²,LB : 550 m²
13,"Rp 4,25 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Pasteur, Bandung",4,3,2,LT : 255 m²,LB : 250 m²
14,Rp 23 Miliar,Cicilan: 88 Jutaan per bulan,No Data,"Sukaluyu, Bandung",15,5,20,LT : 794 m²,LB : 794 m²
15,Rp 678 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Arcamanik, Bandung",2,2,0,LT : 60 m²,LB : 50 m²
16,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Geger Kalong, Bandung",3,2,1,LT : 125 m²,LB : 120 m²
17,Rp 696 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Antapani, Bandung",2,2,0,LT : 81 m²,LB : 51 m²
18,Rp 489 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Arcamanik, Bandung",2,1,0,LT : 92 m²,LB : 36 m²
19,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Cibeunying, Bandung",2,2,0,LT : 72 m²,LB : 62 m²
20,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Cibiru, Bandung",2,1,0,LT : 100 m²,LB : 51 m²
21,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Arcamanik, Bandung",2,2,0,LT : 61 m²,LB : 61 m²
22,"Rp 6,2 Miliar",Cicilan: 23 Jutaan per bulan,No Data,"BKR, Bandung",6,5,6,LT : 519 m²,LB : 320 m²
23,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Bojongsoang, Bandung",3,3,0,LT : 78 m²,LB : 75 m²
24,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Geger Kalong, Bandung",4,2,4,LT : 745 m²,LB : 200 m²
25,Rp 485 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Bojongsoang, Bandung",2,1,0,LT : 36 m²,LB : 72 m²
26,Rp 481 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Cimenyan, Bandung",2,1,0,LT : 75 m²,LB : 30 m²
27,Rp 407 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Cimenyan, Bandung",2,1,0,LT : 85 m²,LB : 30 m²
28,Rp 396 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Cicaheum, Bandung",2,1,0,LT : 106 m²,LB : 30 m²
29,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Antapani, Bandung",3,2,0,LT : 60 m²,LB : 90 m²
30,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Turangga, Bandung",4,3,2,LT : 100 m²,LB : 170 m²
31,"Rp 5,75 Miliar",Cicilan: 22 Jutaan per bulan,No Data,"Cijagra, Bandung",5,4,0,LT : 779 m²,LB : 255 m²
32,"Rp 3,3 Miliar",Cicilan: 12 Jutaan per bulan,No Data,"Batununggal, Bandung",5,4,2,LT : 168 m²,LB : 200 m²
33,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Antapani, Bandung",3,2,0,LT : 60 m²,LB : 90 m²
34,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Batununggal, Bandung",6,4,1,LT : 180 m²,LB : 205 m²
35,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Batununggal, Bandung",3,2,0,LT : 193 m²,LB : 70 m²
36,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Parongpong, Bandung",2,1,0,LT : 61 m²,LB : 38 m²
37,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Arcamanik, Bandung",2,2,0,LT : 100 m²,LB : 45 m²
38,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Geger Kalong, Bandung",5,3,2,LT : 250 m²,LB : 180 m²
39,"Rp 5,8 Miliar",Cicilan: 22 Jutaan per bulan,No Data,"Soreang, Bandung",5,6,0,LT : 940 m²,LB : 720 m²
40,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Arcamanik, Bandung",3,2,1,LT : 120 m²,LB : 140 m²
41,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Ujungberung, Bandung",3,1,0,LT : 119 m²,LB : 100 m²
42,Rp 815 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Parongpong, Bandung",2,2,1,LT : 72 m²,LB : 50 m²
43,Rp 6 Miliar,Cicilan: 23 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 420 m²,LB : 217 m²
44,Rp 665 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Rancasari, Bandung",2,1,1,LT : 72 m²,LB : 45 m²
45,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Gunung Batu, Bandung",3,2,1,LT : 138 m²,LB : 128 m²
46,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Setiabudi, Bandung",1,1,1,LT : 442 m²,LB : 90 m²
47,Rp 20 Miliar,Cicilan: 76 Jutaan per bulan,No Data,"Riau, Bandung",13,5,2,LT : 629 m²,LB : 400 m²
48,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Antapani, Bandung",4,2,0,LT : 90 m²,LB : 110 m²
49,Rp 795 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Cibaduyut, Bandung",3,2,0,LT : 100 m²,LB : 80 m²
50,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Cibiru, Bandung",2,2,0,LT : 610 m²,LB : 100 m²
51,"Rp 3,1 Miliar",Cicilan: 11 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 120 m²,LB : 135 m²
52,"Rp 3,85 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Kopo, Bandung",3,2,3,LT : 431 m²,LB : 189 m²
53,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Coblong, Bandung",9,9,0,LT : 100 m²,LB : 270 m²
54,"Rp 1,97 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Geger Kalong, Bandung",4,3,1,LT : 128 m²,LB : 118 m²
55,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,No Data,"Margahayu, Bandung",3,2,1,LT : 150 m²,LB : 100 m²
56,"Rp 3,75 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Awiligar, Bandung",6,5,6,LT : 300 m²,LB : 500 m²
57,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Bandung Kota, Bandung",3,3,1,LT : 128 m²,LB : 100 m²
58,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,No Data,"Singgasana, Bandung",3,2,1,LT : 200 m²,LB : 160 m²
59,"Rp 7,5 Miliar",Cicilan: 28 Jutaan per bulan,No Data,"Ciumbuleuit, Bandung",3,4,0,LT : 281 m²,LB : 385 m²
60,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Cihanjuang, Bandung",10,5,0,LT : 756 m²,LB : 590 m²
61,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Dago, Bandung",2,1,1,LT : 128 m²,LB : 130 m²
62,"Rp 10,4 Miliar",Cicilan: 40 Jutaan per bulan,No Data,"Ciumbuleuit, Bandung",3,4,2,LT : 332 m²,LB : 420 m²
63,"Rp 1,42 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Cinambo, Bandung",4,4,0,LT : 120 m²,LB : 160 m²
64,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Cimahi, Bandung",2,1,0,LT : 60 m²,LB : 96 m²
65,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Arcamanik, Bandung",4,2,0,LT : 160 m²,LB : 140 m²
66,"Rp 2,35 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Terusan Buah Batu, Bandung",3,3,1,LT : 206 m²,LB : 160 m²
67,Rp 500 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Ciwastra, Bandung",2,1,1,LT : 66 m²,LB : 42 m²
68,"Rp 1,69 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Awiligar, Bandung",3,1,1,LT : 107 m²,LB : 140 m²
69,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Kopo, Bandung",5,4,2,LT : 157 m²,LB : 258 m²
70,"Rp 1,89 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Regol, Bandung",3,2,1,LT : 104 m²,LB : 200 m²
71,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Geger Kalong, Bandung",3,3,0,LT : 149 m²,LB : 250 m²
72,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Batununggal, Bandung",3,2,2,LT : 84 m²,LB : 104 m²
73,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Antapani, Bandung",4,2,1,LT : 146 m²,LB : 100 m²
74,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Regol, Bandung",2,2,0,LT : 148 m²,LB : 87 m²
75,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Antapani, Bandung",3,2,1,LT : 112 m²,LB : 100 m²
76,Rp 166 Juta,Cicilan: 637 Ribuan per bulan,No Data,"Cicalengka, Bandung",2,1,1,LT : 66 m²,LB : 35 m²
77,"Rp 5,3 Miliar",Cicilan: 20 Jutaan per bulan,No Data,"Buah Batu, Bandung",7,5,6,LT : 598 m²,LB : 484 m²
78,Rp 889 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Cilengkrang, Bandung",3,2,1,LT : 72 m²,LB : 84 m²
79,"Rp 1,31 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Soreang, Bandung",3,2,2,LT : 106 m²,LB : 84 m²
80,Rp 685 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Arcamanik, Bandung",2,1,1,LT : 81 m²,LB : 50 m²
81,"Rp 6,2 Miliar",Cicilan: 23 Jutaan per bulan,No Data,"BKR, Bandung",6,5,6,LT : 519 m²,LB : 320 m²
82,Rp 490 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Ujungberung, Bandung",2,1,1,LT : 72 m²,LB : 45 m²
83,"Rp 7,8 Miliar",Cicilan: 29 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 502 m²,LB : 269 m²
84,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Turangga, Bandung",3,3,1,LT : 120 m²,LB : 140 m²
85,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Cigadung, Bandung",3,2,2,LT : 100 m²,LB : 150 m²
86,"Rp 3,75 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Awiligar, Bandung",4,4,6,LT : 300 m²,LB : 500 m²
87,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,No Data,"Bojongloa, Bandung",6,4,0,LT : 120 m²,LB : 170 m²
88,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,0,LT : 189 m²,LB : 160 m²
89,"Rp 4,8 Miliar",Cicilan: 18 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,3,0,LT : 288 m²,LB : 220 m²
90,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 252 m²,LB : 310 m²
91,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Cigadung, Bandung",3,2,1,LT : 176 m²,LB : 132 m²
92,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Cileunyi, Bandung",2,1,1,LT : 90 m²,LB : 45 m²
93,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 252 m²,LB : 310 m²
94,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Cigadung, Bandung",3,2,1,LT : 176 m²,LB : 132 m²
95,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Cileunyi, Bandung",2,1,1,LT : 90 m²,LB : 45 m²
96,"Rp 2,25 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Batununggal, Bandung",3,2,1,LT : 140 m²,LB : 250 m²
97,"Rp 7,5 Miliar",Cicilan: 28 Jutaan per bulan,No Data,"Batununggal, Bandung",6,4,2,LT : 450 m²,LB : 700 m²
98,Rp 14 Miliar,Cicilan: 53 Jutaan per bulan,No Data,"Batununggal, Bandung",6,6,2,LT : 450 m²,LB : 900 m²
99,"Rp 2,85 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Sayap Dago, Bandung",2,2,0,LT : 283 m²,LB : 100 m²
100,"Rp 8,75 Miliar",Cicilan: 33 Jutaan per bulan,No Data,"Dago, Bandung",3,3,2,LT : 494 m²,LB : 500 m²
101,"Rp 7,15 Miliar",Cicilan: 27 Jutaan per bulan,No Data,"Ciumbuleuit, Bandung",8,4,2,LT : 234 m²,LB : 300 m²
102,"Rp 19,8 Miliar",Cicilan: 76 Jutaan per bulan,No Data,"Pajajaran, Bandung",3,6,6,LT : 458 m²,LB : 350 m²
103,"Rp 7,25 Miliar",Cicilan: 27 Jutaan per bulan,No Data,"Batununggal, Bandung",4,4,0,LT : 300 m²,LB : 400 m²
104,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Geger Kalong, Bandung",5,2,0,LT : 400 m²,LB : 200 m²
105,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Setiabudi, Bandung",3,3,2,LT : 140 m²,LB : 175 m²
106,"Rp 4,7 Miliar",Cicilan: 18 Jutaan per bulan,No Data,"Mekar Wangi, Bandung",4,3,0,LT : 200 m²,LB : 400 m²
107,"Rp 4,5 Miliar",Cicilan: 17 Jutaan per bulan,No Data,"Mekar Wangi, Bandung",3,2,4,LT : 240 m²,LB : 180 m²
108,"Rp 4,3 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Mekar Wangi, Bandung",4,4,2,LT : 200 m²,LB : 235 m²
109,Rp 125 Juta,Cicilan: 480 Ribuan per bulan,No Data,"Setra Sari, Bandung",3,3,0,LT : 297 m²,LB : 339 m²
110,"Rp 2,1 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Mekar Wangi, Bandung",3,3,2,LT : 130 m²,LB : 160 m²
111,Rp 25 Miliar,Cicilan: 96 Jutaan per bulan,No Data,"Setiabudi, Bandung",8,5,9,LT : 1800 m²,LB : 1000 m²
112,Rp 25 Miliar,Cicilan: 96 Jutaan per bulan,No Data,"Setiabudi, Bandung",8,5,9,LT : 1800 m²,LB : 1000 m²
113,"Rp 4,25 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Parongpong, Bandung",3,3,1,LT : 312 m²,LB : 300 m²
114,Rp 410 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Cileunyi, Bandung",2,1,1,LT : 62 m²,LB : 40 m²
115,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Arcamanik, Bandung",3,1,2,LT : 110 m²,LB : 130 m²
116,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Antapani, Bandung",2,2,1,LT : 135 m²,LB : 110 m²
117,Rp 31 Miliar,Cicilan: 119 Jutaan per bulan,No Data,"Bandung Kota, Bandung",7,7,4,LT : 600 m²,LB : 800 m²
118,Rp 599 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Buah Batu, Bandung",2,1,1,LT : 90 m²,LB : 70 m²
119,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Antapani, Bandung",3,2,1,LT : 140 m²,LB : 135 m²
120,Rp 15 Miliar,Cicilan: 57 Jutaan per bulan,No Data,"Buah Batu, Bandung",5,2,0,LT : 485 m²,LB : 283 m²
121,"Rp 2,65 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Cigadung, Bandung",3,4,2,LT : 117 m²,LB : 220 m²
122,Rp 10 Miliar,Cicilan: 38 Jutaan per bulan,No Data,"Ciateul, Bandung",6,2,0,LT : 205 m²,LB : 180 m²
123,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,No Data,"Babakanciparay, Bandung",3,2,0,LT : 420 m²,LB : 165 m²
124,"Rp 1,17 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Padasuka, Bandung",3,2,1,LT : 74 m²,LB : 110 m²
125,Rp 881 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Kopo, Bandung",2,1,1,LT : 74 m²,LB : 50 m²
126,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Holis Cigondewah, Bandung",3,2,1,LT : 180 m²,LB : 235 m²
127,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",2,3,0,LT : 102 m²,LB : 113 m²
128,"Rp 3,99 Miliar",Cicilan: 15 Jutaan per bulan,No Data,"Leuwi Panjang, Bandung",4,3,1,LT : 274 m²,LB : 290 m²
129,"Rp 4,3 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Singgasana, Bandung",4,3,0,LT : 200 m²,LB : 235 m²
130,"Rp 3,25 Miliar",Cicilan: 12 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 144 m²,LB : 95 m²
131,Rp 55 Miliar,Cicilan: 211 Jutaan per bulan,No Data,"Dago, Bandung",5,5,3,LT : 1000 m²,LB : 1200 m²
132,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,No Data,"BKR, Bandung",4,3,1,LT : 210 m²,LB : 235 m²
133,"Rp 3,95 Miliar",Cicilan: 15 Jutaan per bulan,No Data,"BKR, Bandung",4,4,1,LT : 306 m²,LB : 400 m²
134,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Geger Kalong, Bandung",4,2,4,LT : 745 m²,LB : 200 m²
135,Rp 4 Miliar,Cicilan: 15 Jutaan per bulan,No Data,"Setiabudi, Bandung",6,4,0,LT : 521 m²,LB : 230 m²
136,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Soekarno Hatta, Bandung",4,3,0,LT : 137 m²,LB : 132 m²
137,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Setiabudi, Bandung",5,4,0,LT : 372 m²,LB : 162 m²
138,"Rp 3,65 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 162 m²,LB : 193 m²
139,Rp 40 Miliar,Cicilan: 153 Jutaan per bulan,No Data,"Dago, Bandung",4,6,10,LT : 1200 m²,LB : 900 m²
140,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Geger Kalong, Bandung",4,2,4,LT : 745 m²,LB : 200 m²
141,"Rp 1,64 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Andir, Bandung",3,2,0,LT : 161 m²,LB : 163 m²
142,"Rp 1,08 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Kopo, Bandung",2,2,1,LT : 72 m²,LB : 72 m²
143,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Sariwangi, Bandung",3,2,0,LT : 140 m²,LB : 100 m²
144,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Cigadung, Bandung",3,2,1,LT : 176 m²,LB : 132 m²
145,Rp 6 Miliar,Cicilan: 23 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,1,LT : 360 m²,LB : 300 m²
146,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Cimahi, Bandung",4,3,0,LT : 216 m²,LB : 151 m²
147,"Rp 1,87 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",2,2,1,LT : 126 m²,LB : 110 m²
148,Rp 40 Miliar,Cicilan: 153 Jutaan per bulan,No Data,"Dago, Bandung",4,6,4,LT : 1217 m²,LB : 800 m²
149,Rp 5 Miliar,Cicilan: 19 Jutaan per bulan,No Data,"Kopo, Bandung",4,2,1,LT : 208 m²,LB : 100 m²
150,Rp 5 Miliar,Cicilan: 19 Jutaan per bulan,No Data,"Kopo, Bandung",4,2,1,LT : 208 m²,LB : 100 m²
151,"Rp 3,8 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Pasteur, Bandung",3,3,2,LT : 256 m²,LB : 350 m²
152,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Katapang, Bandung",3,2,1,LT : 126 m²,LB : 168 m²
153,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Buah Batu, Bandung",5,3,2,LT : 365 m²,LB : 244 m²
154,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Kopo, Bandung",5,4,2,LT : 157 m²,LB : 258 m²
155,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,3,1,LT : 126 m²,LB : 175 m²
156,"Rp 9,9 Miliar",Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",5,4,1,LT : 451 m²,LB : 473 m²
157,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",2,2,0,LT : 126 m²,LB : 130 m²
158,"Rp 5,2 Miliar",Cicilan: 19 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 338 m²,LB : 184 m²
159,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,3,1,LT : 156 m²,LB : 160 m²
160,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",2,1,0,LT : 126 m²,LB : 65 m²
161,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Geger Kalong, Bandung",4,2,4,LT : 745 m²,LB : 200 m²
162,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Cibaduyut, Bandung",3,2,1,LT : 110 m²,LB : 150 m²
163,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Peta, Bandung",4,3,0,LT : 144 m²,LB : 150 m²
164,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Setiabudi, Bandung",2,2,0,LT : 54 m²,LB : 50 m²
165,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Pasteur, Bandung",2,2,2,LT : 95 m²,LB : 175 m²
166,"Rp 4,6 Miliar",Cicilan: 17 Jutaan per bulan,No Data,"Setiabudi, Bandung",4,3,1,LT : 1000 m²,LB : 396 m²
167,"Rp 3,2 Miliar",Cicilan: 12 Jutaan per bulan,No Data,"Buah Batu, Bandung",5,3,3,LT : 336 m²,LB : 428 m²
168,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Bandung Kota, Bandung",5,4,2,LT : 363 m²,LB : 600 m²
169,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Bandung Kota, Bandung",5,4,2,LT : 363 m²,LB : 600 m²
170,"Rp 7,9 Miliar",Cicilan: 30 Jutaan per bulan,No Data,"Bandung Kota, Bandung",7,6,3,LT : 380 m²,LB : 500 m²
171,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Pasteur, Bandung",4,4,2,LT : 153 m²,LB : 175 m²
172,Rp 9 Miliar,Cicilan: 34 Jutaan per bulan,No Data,"Ciumbuleuit, Bandung",5,3,4,LT : 495 m²,LB : 400 m²
173,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Surya Sumantri, Bandung",10,10,2,LT : 120 m²,LB : 150 m²
174,"Rp 3,8 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Bandung Kota, Bandung",5,3,1,LT : 215 m²,LB : 400 m²
175,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,2,LT : 144 m²,LB : 110 m²
176,Rp 9 Miliar,Cicilan: 34 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,4,2,LT : 450 m²,LB : 300 m²
177,"Rp 5,7 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",5,3,2,LT : 233 m²,LB : 270 m²
178,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",2,1,0,LT : 72 m²,LB : 50 m²
179,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",2,1,1,LT : 10800 m²,LB : 8000 m²
180,"Rp 8,9 Miliar",Cicilan: 34 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,4,4,LT : 535 m²,LB : 314 m²
181,Rp 6 Miliar,Cicilan: 23 Jutaan per bulan,No Data,"Regol, Bandung",4,2,2,LT : 578 m²,LB : 400 m²
182,"Rp 2,9 Miliar",Cicilan: 11 Jutaan per bulan,No Data,"Margahayu, Bandung",6,5,1,LT : 254 m²,LB : 400 m²
183,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Pasteur, Bandung",3,1,1,LT : 139 m²,LB : 100 m²
184,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Pasteur, Bandung",7,3,1,LT : 210 m²,LB : 160 m²
