,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
4392,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",3,2,1,LT : 96 m²,LB : 132 m²
4393,Rp 795 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Arcamanik, Bandung",4,3,1,LT : 118 m²,LB : 150 m²
4394,Rp 15 Miliar,Cicilan: 57 Jutaan per bulan,No Data,"Setra Duta, Bandung",4,5,0,LT : 678 m²,LB : 900 m²
4395,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Setiabudi, Bandung",3,2,3,LT : 521 m²,LB : 200 m²
4396,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,No Data,"Sukasari, Bandung",3,3,1,LT : 324 m²,LB : 200 m²
4397,"Rp 1,13 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Arcamanik, Bandung",3,3,0,LT : 100 m²,LB : 100 m²
4398,Rp 496 Juta,Cicilan: 1 Jutaan per bulan,No Data,"Cimenyan, Bandung",2,1,1,LT : 72 m²,LB : 30 m²
4399,"Rp 3,4 Miliar",Cicilan: 13 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,2,LT : 252 m²,LB : 167 m²
4400,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",2,2,2,LT : 126 m²,LB : 165 m²
4401,Rp 22 Miliar,Cicilan: 84 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,5,2,LT : 775 m²,LB : 800 m²
4402,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",3,2,1,LT : 122 m²,LB : 130 m²
4403,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",3,2,1,LT : 96 m²,LB : 132 m²
4404,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Batununggal, Bandung",3,2,2,LT : 146 m²,LB : 120 m²
4405,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",3,2,1,LT : 96 m²,LB : 132 m²
4406,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Buah Batu, Bandung",3,2,1,LT : 100 m²,LB : 80 m²
4407,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,No Data,"Katapang, Bandung",2,1,2,LT : 141 m²,LB : 100 m²
4408,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",3,1,1,LT : 75 m²,LB : 90 m²
4409,Rp 6 Miliar,Cicilan: 23 Jutaan per bulan,No Data,"Geger Kalong, Bandung",5,3,1,LT : 500 m²,LB : 850 m²
4410,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Batujajar, Bandung",4,3,0,LT : 293 m²,LB : 199 m²
4411,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Rancasari, Bandung",5,6,2,LT : 190 m²,LB : 300 m²
4412,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Bandung Kota, Bandung",4,3,2,LT : 375 m²,LB : 300 m²
4413,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",3,1,1,LT : 75 m²,LB : 90 m²
4414,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4415,"Rp 9,5 Miliar",Cicilan: 36 Jutaan per bulan,No Data,"Ciumbuleuit, Bandung",5,4,2,LT : 449 m²,LB : 475 m²
4416,"Rp 3,25 Miliar",Cicilan: 12 Jutaan per bulan,No Data,"Regol, Bandung",3,2,0,LT : 237 m²,LB : 200 m²
4417,"Rp 7,5 Miliar",Cicilan: 28 Jutaan per bulan,No Data,"Bandung Kota, Bandung",6,6,1,LT : 376 m²,LB : 390 m²
4418,"Rp 2,1 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Buah Batu, Bandung",4,3,2,LT : 106 m²,LB : 160 m²
4419,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,No Data,"Dago Pakar, Bandung",3,3,0,LT : 400 m²,LB : 385 m²
4420,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",3,1,1,LT : 75 m²,LB : 90 m²
4421,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,0,LT : 175 m²,LB : 120 m²
4422,Rp 10 Miliar,Cicilan: 38 Jutaan per bulan,No Data,"Gatot Subroto, Bandung",4,2,0,LT : 960 m²,LB : 350 m²
4423,"Rp 2,65 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Cigadung, Bandung",3,4,2,LT : 117 m²,LB : 220 m²
4424,Rp 12 Miliar,Cicilan: 46 Jutaan per bulan,No Data,"Asia Afrika, Bandung",16,10,0,LT : 1688 m²,LB : 2000 m²
4425,"Rp 9,9 Miliar",Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",5,3,1,LT : 376 m²,LB : 850 m²
4426,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Cimenyan, Bandung",2,3,5,LT : 340 m²,LB : 120 m²
4427,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Cibaduyut, Bandung",130,4,0,LT : 105 m²,LB : 130 m²
4428,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4429,Rp 549 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Cimenyan, Bandung",3,1,1,LT : 71 m²,LB : 50 m²
4430,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Cimahi, Bandung",5,3,1,LT : 340 m²,LB : 320 m²
4431,"Rp 8,5 Miliar",Cicilan: 32 Jutaan per bulan,No Data,"Pasteur, Bandung",5,4,5,LT : 741 m²,LB : 725 m²
4432,"Rp 9,5 Miliar",Cicilan: 36 Jutaan per bulan,No Data,"Cidadap, Bandung",4,3,2,LT : 585 m²,LB : 1000 m²
4433,Rp 699 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Arcamanik, Bandung",2,1,1,LT : 99 m²,LB : 75 m²
4434,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Cijerah, Bandung",4,3,2,LT : 52 m²,LB : 78 m²
4435,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,No Data,"Pasteur, Bandung",4,3,4,LT : 220 m²,LB : 525 m²
4436,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Kopo, Bandung",2,2,1,LT : 60 m²,LB : 72 m²
4437,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Soreang, Bandung",3,1,0,LT : 147 m²,LB : 164 m²
4438,Rp 15 Miliar,Cicilan: 57 Jutaan per bulan,No Data,"Pasir Koja, Bandung",7,6,2,LT : 888 m²,LB : 1500 m²
4439,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Batununggal, Bandung",2,2,1,LT : 126 m²,LB : 108 m²
4440,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Buah Batu, Bandung",3,2,1,LT : 60 m²,LB : 70 m²
4441,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",3,3,0,LT : 750 m²,LB : 300 m²
4442,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Regol, Bandung",5,3,2,LT : 210 m²,LB : 270 m²
4443,"Rp 8,9 Miliar",Cicilan: 34 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",6,4,0,LT : 480 m²,LB : 350 m²
4444,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Cijerah, Bandung",4,3,2,LT : 52 m²,LB : 78 m²
4445,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,No Data,"Pasteur, Bandung",4,3,4,LT : 220 m²,LB : 525 m²
4446,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Kopo, Bandung",2,2,1,LT : 60 m²,LB : 72 m²
4447,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Soreang, Bandung",3,1,0,LT : 147 m²,LB : 164 m²
4448,Rp 15 Miliar,Cicilan: 57 Jutaan per bulan,No Data,"Pasir Koja, Bandung",7,6,2,LT : 888 m²,LB : 1500 m²
4449,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Batununggal, Bandung",2,2,1,LT : 126 m²,LB : 108 m²
4450,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Buah Batu, Bandung",3,2,1,LT : 60 m²,LB : 70 m²
4451,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",3,3,0,LT : 750 m²,LB : 300 m²
4452,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Regol, Bandung",5,3,2,LT : 210 m²,LB : 270 m²
4453,"Rp 8,9 Miliar",Cicilan: 34 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",6,4,0,LT : 480 m²,LB : 350 m²
4454,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Setiabudi, Bandung",5,3,0,LT : 500 m²,LB : 500 m²
4455,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Cigadung, Bandung",3,2,1,LT : 132 m²,LB : 180 m²
4456,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Cimahi, Bandung",4,3,2,LT : 161 m²,LB : 275 m²
4457,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Lembang, Bandung",3,2,1,LT : 170 m²,LB : 130 m²
4458,"Rp 4,2 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Pondok Hijau, Bandung",3,2,0,LT : 302 m²,LB : 150 m²
4459,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",10,10,0,LT : 331 m²,LB : 286 m²
4460,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 72 m²,LB : 52 m²
4461,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4462,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Batununggal, Bandung",3,3,1,LT : 180 m²,LB : 140 m²
4463,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Regol, Bandung",5,3,2,LT : 210 m²,LB : 270 m²
4464,"Rp 8,9 Miliar",Cicilan: 34 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",6,4,0,LT : 480 m²,LB : 350 m²
4465,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Setiabudi, Bandung",5,3,0,LT : 500 m²,LB : 500 m²
4466,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Cigadung, Bandung",3,2,1,LT : 132 m²,LB : 180 m²
4467,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Cimahi, Bandung",4,3,2,LT : 161 m²,LB : 275 m²
4468,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Lembang, Bandung",3,2,1,LT : 170 m²,LB : 130 m²
4469,"Rp 4,2 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Pondok Hijau, Bandung",3,2,0,LT : 302 m²,LB : 150 m²
4470,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",10,10,0,LT : 331 m²,LB : 286 m²
4471,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 72 m²,LB : 52 m²
4472,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4473,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Batununggal, Bandung",3,3,1,LT : 180 m²,LB : 140 m²
4474,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,No Data,"Margaasih, Bandung",5,2,1,LT : 114 m²,LB : 180 m²
4475,Rp 758 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Margaasih, Bandung",3,2,1,LT : 84 m²,LB : 71 m²
4476,Rp 10 Miliar,Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,0,LT : 350 m²,LB : 400 m²
4477,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 420 m²,LB : 300 m²
4478,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4479,"Rp 4,2 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,1,LT : 180 m²,LB : 280 m²
4480,"Rp 5,2 Miliar",Cicilan: 19 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,4,2,LT : 360 m²,LB : 260 m²
4481,"Rp 21,9 Miliar",Cicilan: 84 Jutaan per bulan,No Data,"Sukajadi, Bandung",4,3,0,LT : 2747 m²,LB : 600 m²
4482,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,No Data,"Margaasih, Bandung",5,2,1,LT : 114 m²,LB : 180 m²
4483,Rp 758 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Margaasih, Bandung",3,2,1,LT : 84 m²,LB : 71 m²
4484,Rp 10 Miliar,Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,0,LT : 350 m²,LB : 400 m²
4485,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 420 m²,LB : 300 m²
4486,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4487,"Rp 4,2 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,1,LT : 180 m²,LB : 280 m²
4488,"Rp 5,2 Miliar",Cicilan: 19 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,4,2,LT : 360 m²,LB : 260 m²
4489,"Rp 21,9 Miliar",Cicilan: 84 Jutaan per bulan,No Data,"Sukajadi, Bandung",4,3,0,LT : 2747 m²,LB : 600 m²
4490,Rp 625 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Ciwastra, Bandung",3,2,1,LT : 109 m²,LB : 80 m²
4491,"Rp 4,8 Miliar",Cicilan: 18 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,1,LT : 200 m²,LB : 275 m²
4492,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 170 m²,LB : 250 m²
4493,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Gunung Batu, Bandung",3,2,2,LT : 130 m²,LB : 150 m²
4494,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 170 m²,LB : 250 m²
4495,"Rp 9,9 Miliar",Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",5,3,1,LT : 376 m²,LB : 850 m²
4496,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",3,4,6,LT : 750 m²,LB : 300 m²
4497,"Rp 3,8 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Batununggal, Bandung",3,3,1,LT : 220 m²,LB : 260 m²
4498,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Buah Batu, Bandung",3,2,1,LT : 420 m²,LB : 180 m²
4499,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Buah Batu, Bandung",2,2,1,LT : 120 m²,LB : 200 m²
4500,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 170 m²,LB : 250 m²
4501,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4502,"Rp 4,2 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,1,LT : 180 m²,LB : 280 m²
4503,"Rp 5,2 Miliar",Cicilan: 19 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,4,2,LT : 360 m²,LB : 260 m²
4504,"Rp 21,9 Miliar",Cicilan: 84 Jutaan per bulan,No Data,"Sukajadi, Bandung",4,3,0,LT : 2747 m²,LB : 600 m²
4505,Rp 625 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Ciwastra, Bandung",3,2,1,LT : 109 m²,LB : 80 m²
4506,"Rp 4,8 Miliar",Cicilan: 18 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,1,LT : 200 m²,LB : 275 m²
4507,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 170 m²,LB : 250 m²
4508,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Gunung Batu, Bandung",3,2,2,LT : 130 m²,LB : 150 m²
4509,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 170 m²,LB : 250 m²
4510,"Rp 9,9 Miliar",Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",5,3,1,LT : 376 m²,LB : 850 m²
4511,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",3,4,6,LT : 750 m²,LB : 300 m²
4512,"Rp 3,8 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Batununggal, Bandung",3,3,1,LT : 220 m²,LB : 260 m²
4513,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Buah Batu, Bandung",3,2,1,LT : 420 m²,LB : 180 m²
4514,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Buah Batu, Bandung",2,2,1,LT : 120 m²,LB : 200 m²
4515,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 170 m²,LB : 250 m²
4516,Rp 5 Miliar,Cicilan: 19 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,1,LT : 300 m²,LB : 200 m²
4517,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Cibaduyut, Bandung",4,3,0,LT : 105 m²,LB : 130 m²
4518,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Ciwastra, Bandung",2,1,1,LT : 93 m²,LB : 70 m²
4519,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,2,LT : 375 m²,LB : 300 m²
4520,"Rp 9,5 Miliar",Cicilan: 36 Jutaan per bulan,No Data,"Ciumbuleuit, Bandung",5,4,2,LT : 449 m²,LB : 475 m²
4521,"Rp 3,25 Miliar",Cicilan: 12 Jutaan per bulan,No Data,"Regol, Bandung",3,2,0,LT : 237 m²,LB : 200 m²
4522,"Rp 7,5 Miliar",Cicilan: 28 Jutaan per bulan,No Data,"Bandung Kota, Bandung",6,6,1,LT : 376 m²,LB : 390 m²
4523,"Rp 2,1 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Buah Batu, Bandung",4,3,2,LT : 106 m²,LB : 160 m²
4524,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,No Data,"Dago Pakar, Bandung",3,3,0,LT : 400 m²,LB : 385 m²
4525,"Rp 1,15 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",3,1,1,LT : 75 m²,LB : 90 m²
4526,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,0,LT : 175 m²,LB : 120 m²
4527,Rp 10 Miliar,Cicilan: 38 Jutaan per bulan,No Data,"Gatot Subroto, Bandung",4,2,0,LT : 960 m²,LB : 350 m²
4528,"Rp 2,65 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Cigadung, Bandung",3,4,2,LT : 117 m²,LB : 220 m²
4529,Rp 12 Miliar,Cicilan: 46 Jutaan per bulan,No Data,"Asia Afrika, Bandung",16,10,0,LT : 1688 m²,LB : 2000 m²
4530,Rp 980 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Katapang, Bandung",2,1,1,LT : 105 m²,LB : 85 m²
4531,"Rp 9,9 Miliar",Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",5,3,1,LT : 376 m²,LB : 850 m²
4532,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Cimenyan, Bandung",2,3,5,LT : 340 m²,LB : 120 m²
4533,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Cibaduyut, Bandung",130,4,0,LT : 105 m²,LB : 130 m²
4534,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4535,Rp 549 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Cimenyan, Bandung",3,1,1,LT : 71 m²,LB : 50 m²
4536,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Cimahi, Bandung",5,3,1,LT : 340 m²,LB : 320 m²
4537,"Rp 8,5 Miliar",Cicilan: 32 Jutaan per bulan,No Data,"Pasteur, Bandung",5,4,5,LT : 741 m²,LB : 725 m²
4538,"Rp 9,5 Miliar",Cicilan: 36 Jutaan per bulan,No Data,"Cidadap, Bandung",4,3,2,LT : 585 m²,LB : 1000 m²
4539,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Cijerah, Bandung",4,3,2,LT : 52 m²,LB : 78 m²
4540,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,No Data,"Pasteur, Bandung",4,3,4,LT : 220 m²,LB : 525 m²
4541,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,No Data,"Kopo, Bandung",2,2,1,LT : 60 m²,LB : 72 m²
4542,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Soreang, Bandung",3,1,0,LT : 147 m²,LB : 164 m²
4543,Rp 15 Miliar,Cicilan: 57 Jutaan per bulan,No Data,"Pasir Koja, Bandung",7,6,2,LT : 888 m²,LB : 1500 m²
4544,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Batununggal, Bandung",2,2,1,LT : 126 m²,LB : 108 m²
4545,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Buah Batu, Bandung",3,2,1,LT : 60 m²,LB : 70 m²
4546,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",3,3,0,LT : 750 m²,LB : 300 m²
4547,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Regol, Bandung",5,3,2,LT : 210 m²,LB : 270 m²
4548,"Rp 8,9 Miliar",Cicilan: 34 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",6,4,0,LT : 480 m²,LB : 350 m²
4549,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Setiabudi, Bandung",5,3,0,LT : 500 m²,LB : 500 m²
4550,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,No Data,"Cigadung, Bandung",3,2,1,LT : 132 m²,LB : 180 m²
4551,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,No Data,"Cimahi, Bandung",4,3,2,LT : 161 m²,LB : 275 m²
4552,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,No Data,"Lembang, Bandung",3,2,1,LT : 170 m²,LB : 130 m²
4553,"Rp 4,2 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Pondok Hijau, Bandung",3,2,0,LT : 302 m²,LB : 150 m²
4554,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",10,10,0,LT : 331 m²,LB : 286 m²
4555,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 72 m²,LB : 52 m²
4556,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4557,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,No Data,"Batununggal, Bandung",3,3,1,LT : 180 m²,LB : 140 m²
4558,Rp 758 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Margaasih, Bandung",3,2,1,LT : 84 m²,LB : 71 m²
4559,Rp 10 Miliar,Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,0,LT : 350 m²,LB : 400 m²
4560,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 420 m²,LB : 300 m²
4561,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,No Data,"Parongpong, Bandung",3,2,1,LT : 131 m²,LB : 140 m²
4562,"Rp 4,2 Miliar",Cicilan: 16 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,1,LT : 180 m²,LB : 280 m²
4563,"Rp 5,2 Miliar",Cicilan: 19 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",4,4,2,LT : 360 m²,LB : 260 m²
4564,"Rp 21,9 Miliar",Cicilan: 84 Jutaan per bulan,No Data,"Sukajadi, Bandung",4,3,0,LT : 2747 m²,LB : 600 m²
4565,Rp 625 Juta,Cicilan: 2 Jutaan per bulan,No Data,"Ciwastra, Bandung",3,2,1,LT : 109 m²,LB : 80 m²
4566,"Rp 4,8 Miliar",Cicilan: 18 Jutaan per bulan,No Data,"Batununggal, Bandung",4,3,1,LT : 200 m²,LB : 275 m²
4567,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 170 m²,LB : 250 m²
4568,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Gunung Batu, Bandung",3,2,2,LT : 130 m²,LB : 150 m²
4569,"Rp 2,15 Miliar",Cicilan: 8 Jutaan per bulan,No Data,"Taman Kopo Indah, Bandung",4,3,1,LT : 170 m²,LB : 250 m²
4570,"Rp 9,9 Miliar",Cicilan: 38 Jutaan per bulan,No Data,"Kota Baru Parahyangan, Bandung",5,3,1,LT : 376 m²,LB : 850 m²
4571,"Rp 3,7 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Setiabudi, Bandung",3,4,6,LT : 750 m²,LB : 300 m²
4572,"Rp 3,8 Miliar",Cicilan: 14 Jutaan per bulan,No Data,"Batununggal, Bandung",3,3,1,LT : 220 m²,LB : 260 m²
