,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
0,Rp 15 Miliar,Cicilan: 57 Jutaan per bulan,"Dijual Rumah Lux ,KANTOR Multi Fungsi Di Pusat Kota Bandung","Bandung Kota, Bandung",4,4,1,LT : 340 m²,LB : 700 m²
1,"Rp 14,6 Miliar",Cicilan: 56 Jutaan per bulan,Rumah dago pakar resort siap huni sejuk asri,"Dago Pakar, Bandung",8,4,4,LT : 1160 m²,LB : 1000 m²
2,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Dijual Rumah Tki Taman Kopo Indah 3,"Taman Kopo Indah, Bandung",4,3,3,LT : 176 m²,LB : 240 m²
3,"Rp 2,95 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Minimalis 2 Lt & Murah Batununggal,"Batununggal, Bandung",3,2,0,LT : 162 m²,LB : 200 m²
4,"Rp 3,4 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Exclusive dan Menarik di Batununggal Permai langsung Huni,"Batununggal, Bandung",4,3,0,LT : 190 m²,LB : 300 m²
5,"Rp 3,3 Miliar",Cicilan: 12 Jutaan per bulan,Rumah  Minimalis 2 LT yang Exclusive  Batununggal,"Batununggal, Bandung",4,3,0,LT : 180 m²,LB : 245 m²
6,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,Rumah 2 Lantai Siap Huni Di Taman Cibaduyut Indah 1,"Cibaduyut, Bandung",4,2,1,LT : 88 m²,LB : 110 m²
7,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,For Sale Rumah Bangunan Baru di Antapani Dalam Cluster,"Antapani, Bandung",2,1,1,LT : 68 m²,LB : 40 m²
8,"Rp 3,2 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Baru Minimalis Siap Huni di Tarubhawana Kbp,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 165 m²,LB : 99 m²
9,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Minimalis Area Kembar Bandung Pusat,"BKR, Bandung",5,1,1,LT : 187 m²,LB : 100 m²
10,"Rp 2,47 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Keren Modern Minimalis di Bandung Barat Dekat Kantor Bupati,"Bandung Barat, Bandung",5,4,0,LT : 270 m²,LB : 340 m²
11,"Rp 5,8 Miliar",Cicilan: 22 Jutaan per bulan,Rumah Perlu Renov Di Turangga Cocok Untuk Tinggal Atau Kantor,"Turangga, Bandung",4,3,2,LT : 391 m²,LB : 350 m²
12,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Dijual Rumah Siap Huni Di Antapani Bandung Kota,"Bandung Timur, Bandung",5,4,4,LT : 211 m²,LB : 250 m²
13,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Dijual Rumah Siap Huni Di Antapani Bandung Kota,"Bandung Timur, Bandung",3,3,1,LT : 90 m²,LB : 120 m²
14,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Terawat Luas250 Di Sayap Maskumambang Karawitan Turangga,"Turangga, Bandung",5,3,1,LT : 258 m²,LB : 180 m²
15,"Rp 2,49 Miliar",Cicilan: 9 Jutaan per bulan,Dijual Rumah Dikotabaru Parahyangan Full Futnished Siap Huni,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 126 m²,LB : 3100 m²
16,Rp 11 Miliar,Cicilan: 42 Jutaan per bulan,"Rumah Lokasi Strategis Cocok Utk Usaha Di Sabang, Kota Bandung.","Bandung Wetan, Bandung",4,4,1,LT : 407 m²,LB : 375 m²
17,"Rp 2,4 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Town House Mewah 3 Lantai Istana Pasteur Bandung  Dekat Akses Tol Pasteur,"Pasteur, Bandung",3,4,2,LT : 97 m²,LB : 280 m²
18,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Terawat Luas120 Di Komplek Kiarasari Buahbatu,"Buah Batu, Bandung",3,3,2,LT : 120 m²,LB : 100 m²
19,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,Rumah mewah minimalis luas244 di komplek buahbatu regency,"Buah Batu, Bandung",4,3,1,LT : 244 m²,LB : 350 m²
20,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Murah Dan Strategis Rumah Bagus Di Rajamantri Situsari Buahbatu,"Turangga, Bandung",4,3,2,LT : 213 m²,LB : 200 m²
21,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,"Rumah Murah Dikomplek Mitra Dago Parahyangan, Bandung","Antapani, Bandung",4,2,1,LT : 216 m²,LB : 200 m²
22,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Murah Bawah Njop Dekat Kampus Maranatha Pasteur Bandung,"Pasteur, Bandung",5,4,1,LT : 286 m²,LB : 252 m²
23,"Rp 2,95 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Murah Siap Huni di Pasteur Dekat Tol Bandung,"Pasteur, Bandung",4,2,1,LT : 326 m²,LB : 250 m²
24,Rp 890 Juta,Cicilan: 3 Jutaan per bulan,Rumah minimalis siap huni  800 jt-an di Taman Holis Indah1,"Holis Cigondewah, Bandung",2,1,1,LT : 90 m²,LB : 70 m²
25,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,Dijual Cepat Rumah di Jatihandap Cicaheum Bandung,"Cicaheum, Bandung",3,1,1,LT : 90 m²,LB : 50 m²
26,"Rp 2,9 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Murah Turangga Lengkong Bandung Lokasi Bagus,"Turangga, Bandung",5,2,1,LT : 240 m²,LB : 150 m²
27,Rp 300 Juta,Cicilan: 1 Jutaan per bulan,Rumah Murah Full Furnished Bandung Cicil Tanpa Bank,"Cileunyi, Bandung",3,1,1,LT : 55 m²,LB : 36 m²
28,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Murah 2 Lantai Bawah Njop di Kumala Garden Pasteur, Bandung","Pasteur, Bandung",5,4,1,LT : 286 m²,LB : 252 m²
29,"Rp 1,08 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Mewah Nyaman Terawat di Bumi Parahyangan Estate,"Cileunyi, Bandung",6,3,0,LT : 544 m²,LB : 533 m²
30,Rp 4 Miliar,Cicilan: 15 Jutaan per bulan,Dijual Rumah Tinggal Siap Huni di Perumahan Elite Batununggal,"Batununggal, Bandung",3,4,1,LT : 220 m²,LB : 260 m²
31,Rp 349 Juta,Cicilan: 1 Jutaan per bulan,Rumah Komplek Griya Winaya Dkt Alun2 Ujung Berung Kota Bandung,"Ujungberung, Bandung",1,1,1,LT : 69 m²,LB : 40 m²
32,Rp 975 Juta,Cicilan: 3 Jutaan per bulan,"Rumah Bagus Furnished SHM di Taman Kopo Indah, Bandung","Taman Kopo Indah, Bandung",2,1,0,LT : 96 m²,LB : 72 m²
33,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,Dijual Rumah 2 Lantai Tengah Kota Strategis di Taman Siswa Lodaya,"Lengkong, Bandung",3,2,1,LT : 220 m²,LB : 300 m²
34,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,"Di Jual Rumah Taman Holis Indah 2, Lingkungan Asri Depan Taman , Bandung","Holis Cigondewah, Bandung",2,1,0,LT : 114 m²,LB : 90 m²
35,"Rp 4,65 Miliar",Cicilan: 17 Jutaan per bulan,Rumah Murah Lokasi Bagus Harga Njop Pasteur Bandung,"Pasteur, Bandung",5,3,0,LT : 580 m²,LB : 270 m²
36,Rp 4 Miliar,Cicilan: 15 Jutaan per bulan,Rumah+tempat Usaha @ Babakan Jeruk (pasteur),"Pasteur, Bandung",3,7,4,LT : 195 m²,LB : 320 m²
37,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,Rumah Siap Pakai Bisa Kos Kosan di Surya Sumantri Dekat Maranatha,"Surya Sumantri, Bandung",4,3,1,LT : 187 m²,LB : 130 m²
38,Rp 9 Miliar,Cicilan: 34 Jutaan per bulan,Dijual Rumah Baru Lux Premium 2 Lantai di Rambut Kasih Kota Baru,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 350 m²,LB : 360 m²
39,"Rp 2,9 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Minimalis Siap Huni Ada Kolam Renang Kota Baru Bandung,"Kota Baru Parahyangan, Bandung",4,2,2,LT : 136 m²,LB : 250 m²
40,Rp 11 Miliar,Cicilan: 42 Jutaan per bulan,Rumah Di Jl Dipatiukur Bandung Shm Butuh Renovasi,"Coblong, Bandung",11,4,0,LT : 456 m²,LB : 280 m²
41,"Rp 2,9 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Rumah Baru 2 Lantai Modern Tengah Kota di Situsari,"Lengkong, Bandung",4,3,1,LT : 112 m²,LB : 170 m²
42,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Rumah Minimalis Nyaman di Sansiviera Grand Sharon Residence,"Rancasari, Bandung",2,1,0,LT : 102 m²,LB : 50 m²
43,Rp 8 Miliar,Cicilan: 30 Jutaan per bulan,Rumah Siap Huni Guru Gantangan Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",5,4,2,LT : 392 m²,LB : 336 m²
44,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,"Dijual Ruko 2 Lantai 3 Kamar Tidur Bisa Di Jadikan Tempat Usaha Ex Klinik Dalam Komplek Akses Tol Pasir Koja Hanya 3 Km, Cijerah Kota Bandung","Cijerah, Bandung",3,2,2,LT : 128 m²,LB : 128 m²
45,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Minimalis Nyaman di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,1,0,LT : 108 m²,LB : 60 m²
46,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,Jual Rumah Suryalaya Bandung Lokasi Strategis Desain Modern Minimalis ,"Lengkong, Bandung",4,3,2,LT : 120 m²,LB : 150 m²
47,"Rp 2,99 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Minimalis Siap Huni Batununggal Indah Bandung,"Batununggal, Bandung",6,4,1,LT : 180 m²,LB : 205 m²
48,"Rp 1,6 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Minimalis Cantik di Awiligar Dekat Dago,"Parongpong, Bandung",2,2,0,LT : 161 m²,LB : 80 m²
49,"Rp 2,49 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Nyaman Dan Stylish di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 126 m²,LB : 100 m²
50,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Rumah Minimalis di Padasuka Hanya 5 Menit Ke Mainroad Suci Bandung,"Padasuka, Bandung",2,1,1,LT : 75 m²,LB : 45 m²
51,"Rp 2,79 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Bagus Minimalis di Kota Baru Parhayangan ,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 126 m²,LB : 140 m²
52,"Rp 2,9 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Rumah Lama Terawat Siap Huni Komplek Turangga,"Turangga, Bandung",5,2,1,LT : 240 m²,LB : 150 m²
53,"Rp 5,4 Miliar",Cicilan: 20 Jutaan per bulan,Rumah Modern Nyaman Lokasi di Komplek Dadali,"Dadali, Bandung",7,4,0,LT : 364 m²,LB : 500 m²
54,Rp 525 Juta,Cicilan: 2 Jutaan per bulan,Rumah Dijual Cepat Murah  Di Perumahan Riung Bandung,"Bandung Kota, Bandung",3,2,1,LT : 100 m²,LB : 110 m²
55,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Nyaman Murah Siap Huni Blok Favorit di Taman Kopo Indah 1,"Taman Kopo Indah, Bandung",4,2,1,LT : 210 m²,LB : 200 m²
56,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Baru @ Sayap Turangga (martanegara),"Turangga, Bandung",4,3,2,LT : 132 m²,LB : 180 m²
57,Rp 13 Miliar,Cicilan: 49 Jutaan per bulan,Rumah furnished tengah kota bandung sayap riau,"Riau, Bandung",5,5,2,LT : 347 m²,LB : 320 m²
58,"Rp 6,3 Miliar",Cicilan: 24 Jutaan per bulan,"Rumah Kost Full Aktif 2 Lantai Bagus Sertifikat Hak Milik di Tubagus Ismail, Bandung","Tubagus Ismail, Bandung",25,26,7,LT : 600 m²,LB : 600 m²
59,Rp 13 Miliar,Cicilan: 49 Jutaan per bulan,Rumah Luas Strategis Cocok Usaha di Cilaki Sayap Supratman,"Supratman, Bandung",2,1,0,LT : 423 m²,LB : 150 m²
60,Rp 15 Miliar,Cicilan: 57 Jutaan per bulan,Rumah Minimalis Mewah di Setraduta Lestari,"Setra Duta, Bandung",4,7,4,LT : 680 m²,LB : 800 m²
61,Rp 45 Miliar,Cicilan: 172 Jutaan per bulan,Rumah Heritage B Posisi Jalan Riau Bandung Kota,"Riau, Bandung",7,2,4,LT : 1026 m²,LB : 213 m²
62,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,Rumah mewah siap.pakai  di mekar wangi dijual cepat,"Mekar Wangi, Bandung",4,4,4,LT : 180 m²,LB : 365 m²
63,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,Rumah di Bawah Njop Siap Huni Lokasi Strategis di Cicendo Bandung,"Cicendo, Bandung",4,3,1,LT : 325 m²,LB : 160 m²
64,"Rp 3,95 Miliar",Cicilan: 15 Jutaan per bulan,"Rumah Shm Bagus Di Kota Baru Parahyangan, Bandung","Kota Baru Parahyangan, Bandung",4,3,0,LT : 162 m²,LB : 193 m²
65,"Rp 7,75 Miliar",Cicilan: 29 Jutaan per bulan,Rumah Terawat Sayap Riau Bandung Lokasi Hunian ,"Riau, Bandung",7,7,0,LT : 439 m²,LB : 500 m²
66,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Beli Langsung Huni Rumah Minimalis Semi Furnished,"Cigadung, Bandung",4,3,1,LT : 103 m²,LB : 180 m²
67,Rp 985 Juta,Cicilan: 3 Jutaan per bulan,Rumah Siap Huni Di Komp Kawaluyaan Buah Batu Soekarno Hatta,"Buah Batu, Bandung",3,3,2,LT : 125 m²,LB : 100 m²
68,"Rp 2,79 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Bagus Minimalis di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 126 m²,LB : 140 m²
69,"Rp 8,5 Miliar",Cicilan: 32 Jutaan per bulan,Rumah Dago Pakar Alam Nirwana Nice View,"Dago Pakar, Bandung",4,3,0,LT : 577 m²,LB : 250 m²
70,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Murah Di Cherry Field Buah Batu Dekat Tol,"Buah Batu, Bandung",2,1,2,LT : 168 m²,LB : 60 m²
71,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Nyaman Siap Huni Strategis di Cipedes Bandung,"Sukajadi, Bandung",4,3,0,LT : 97 m²,LB : 140 m²
72,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,"Rumah Kost 11 Kamar Di Bandung Kota, Bandung",No Data,11,11,0,LT : 110 m²,LB : 220 m²
73,"Rp 1,07 Miliar",Cicilan: 4 Jutaan per bulan,Dijual Rumah Siap Huni Di Cluster Antapani Bandung,"Antapani, Bandung",2,1,0,LT : 89 m²,LB : 45 m²
74,Rp 840 Juta,Cicilan: 3 Jutaan per bulan,Rumah Baru Shm Bisa Kpr Komplek Cisaranten Arcamanik Kota,"Arcamanik, Bandung",3,2,0,LT : 95 m²,LB : 70 m²
75,"Rp 2,98 Miliar",Cicilan: 11 Jutaan per bulan,Best Invest @ Arcamanik Endah,"Arcamanik, Bandung",5,5,3,LT : 424 m²,LB : 400 m²
76,Rp 15 Miliar,Cicilan: 57 Jutaan per bulan,Luxury Big House Full Furnished With Pool & Jacuzzi @ Setraduta,"Setra Duta, Bandung",4,5,3,LT : 616 m²,LB : 409 m²
77,"Rp 1,28 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Cluster Dayana, Bandung","Summarecon Bandung, Bandung",2,2,0,LT : 66 m²,LB : 62 m²
78,"Rp 3,1 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Mewah Murah 2 Lantai Dekat Mall Summarecon Bandung,"Summarecon Bandung, Bandung",3,2,1,LT : 162 m²,LB : 124 m²
79,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Furnished 2 Lantai Selangkah Ke Al Azhar,"Summarecon Bandung, Bandung",2,2,1,LT : 105 m²,LB : 77 m²
80,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,Dijual Cepat Rumah Full Furnish Di Sayap Batununggal Kota Bandung,"Batununggal, Bandung",4,2,1,LT : 150 m²,LB : 200 m²
81,Rp 835 Juta,Cicilan: 3 Jutaan per bulan,Rumah baru harga lama 835 jt tanah 142 mtr cisaranten arcamanik,"Arcamanik, Bandung",3,1,2,LT : 142 m²,LB : 75 m²
82,"Rp 1,85 Miliar",Cicilan: 7 Jutaan per bulan,Dijual Rumah Di Komplek Bekamin Surpati Terawat,"Surapati, Bandung",4,4,0,LT : 242 m²,LB : 240 m²
83,"Rp 6,35 Miliar",Cicilan: 24 Jutaan per bulan,"Passive Income Villatel @ Dago Village, Ciburial","Dago Pakar, Bandung",4,3,2,LT : 315 m²,LB : 175 m²
84,Rp 950 Juta,Cicilan: 3 Jutaan per bulan,Rumah Murah Arcamanik Bandung Dalam Komplek Hitung Tanah,"Arcamanik, Bandung",3,2,2,LT : 232 m²,LB : 122 m²
85,Rp 485 Juta,Cicilan: 1 Jutaan per bulan,Dijual Rumah Cantik Msh Baru Di Setiabudi Clove Bandung,"Setiabudi, Bandung",2,2,1,LT : 55 m²,LB : 60 m²
86,"Rp 6,75 Miliar",Cicilan: 25 Jutaan per bulan,Rumah Lux Minimalis Full Furnished Siap Pakai Di Sayap Pasteur,"Pasteur, Bandung",3,3,0,LT : 352 m²,LB : 500 m²
87,"Rp 2,65 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Minimalis 2 Lantai Cantik Terawat di Pondok Hijau, Bandung","Pondok Hijau, Bandung",3,2,1,LT : 170 m²,LB : 300 m²
88,"Rp 4,5 Miliar",Cicilan: 17 Jutaan per bulan,Rumah Nyaman Minimalis di Taman Lingkar Bandung,"Peta, Bandung",4,3,0,LT : 302 m²,LB : 300 m²
89,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,"Dijual rumah siap huni di tki 1 , dekat sekolah, dekat kuliner, dekat dokter , klinik","Taman Kopo Indah, Bandung",3,2,1,LT : 95 m²,LB : 85 m²
90,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,Dijual Rumah Di Batununggal Cluster Favorit,"Batununggal, Bandung",4,3,1,LT : 374 m²,LB : 220 m²
91,"Rp 2,9 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Baru @ sayap Reog (Turangga),"Turangga, Bandung",3,3,2,LT : 125 m²,LB : 200 m²
92,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,"DiJual rumah di sayap turangga, siap huni ,lokasi strategis","Turangga, Bandung",4,3,2,LT : 120 m²,LB : 145 m²
93,"Rp 7,5 Miliar",Cicilan: 28 Jutaan per bulan,Jual Rumah Siap Huni Istana Regency 1 (jalan Utama) ,"Pasteur, Bandung",4,5,2,LT : 300 m²,LB : 150 m²
94,Rp 780 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Hitung Tanah Di Cisaranten Arcamanik,"Arcamanik, Bandung",3,2,1,LT : 173 m²,LB : 140 m²
95,"Rp 3,2 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Podomoro Park Buah Batu  Cluster Fashagriya Bandung,"Podomoro Park Bandung, Bandung",3,3,2,LT : 125 m²,LB : 127 m²
96,Rp 800 Juta,Cicilan: 3 Jutaan per bulan,Rumah Murah Minimalis Gede Bage Bandung Kota,"Bandung Kota, Bandung",2,1,0,LT : 86 m²,LB : 80 m²
97,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,"Reposisi Harga, Rumah Hitung Tanah Saja di Jalan Terusan Cimahi, Cocok untuk Investasi!","Cimahi, Bandung",7,2,1,LT : 337 m²,LB : 250 m²
98,"Rp 3,15 Miliar",Cicilan: 12 Jutaan per bulan,Rumah 2 Lantai Siap Huni Semi Furnished di Setra Duta Bandung,"Setra Duta, Bandung",4,3,3,LT : 163 m²,LB : 210 m²
99,Rp 4 Miliar,Cicilan: 15 Jutaan per bulan,Rumah 3 Lantai Siap Huni Full Furnished Shm Di Resort Dago Pakar ,"Dago Pakar, Bandung",4,3,1,LT : 220 m²,LB : 400 m²
100,"Rp 3,1 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Rumah Siap Huni Murah Di Komplek Setiabudi Regensi Bandung,"Setiabudi, Bandung",5,4,1,LT : 286 m²,LB : 200 m²
101,"Rp 2,65 Miliar",Cicilan: 10 Jutaan per bulan,Dijual Rumah Di Cigadung Dkt Dago Tubagus Ismail ,"Tubagus Ismail, Bandung",3,2,1,LT : 176 m²,LB : 132 m²
102,"Rp 2,65 Miliar",Cicilan: 10 Jutaan per bulan,Dijual Rumah Bagus Di Cigadung Dekat Cikutra Dago,"Cigadung, Bandung",4,4,2,LT : 117 m²,LB : 220 m²
103,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,Rumah 2 Lantai Baru Siap Huni Di Tatar Punawangi Kbp,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 120 m²,LB : 95 m²
104,"Rp 5,5 Miliar",Cicilan: 21 Jutaan per bulan,Rumah Besar Bagus Taman Luas + Gazebo Di Dago Resort ,"Dago Pakar, Bandung",5,4,2,LT : 530 m²,LB : 450 m²
105,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,RUMAH CANTIK ASRI 2 LANTAI di AREA DAGO BANDUNG UTARA,"Dago, Bandung",4,3,0,LT : 135 m²,LB : 200 m²
106,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,"Rumah 3m An Full Furnished di Setra Duta, Bandung Utara","Setra Duta, Bandung",3,3,1,LT : 143 m²,LB : 300 m²
107,Rp 820 Juta,Cicilan: 3 Jutaan per bulan,Rumah di Ligar Selatan Siap Huni Baru di Renov,"Awiligar, Bandung",3,2,2,LT : 135 m²,LB : 107 m²
108,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,Rumah 1 Lantai Siap Huni Di Banyak Sumba,"Kota Baru Parahyangan, Bandung",2,2,1,LT : 108 m²,LB : 80 m²
109,"Rp 5,6 Miliar",Cicilan: 21 Jutaan per bulan,Rumah Asri Cozy Di Dago Resort View Gunung Taman Luas,"Dago Pakar, Bandung",3,2,2,LT : 430 m²,LB : 300 m²
110,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Mewah Luas Terawat di Dago Pakar Resort,"Dago Pakar, Bandung",4,3,2,LT : 577 m²,LB : 300 m²
111,Rp 396 Juta,Cicilan: 1 Jutaan per bulan,Perumahan Area Soreang Bandung Rumah Di Soreang Bandung Sharia Islamic Soreang,"Soreang, Bandung",2,1,0,LT : 84 m²,LB : 36 m²
112,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Rumah minimalis taman holis indah 2 dijual ,"Holis Cigondewah, Bandung",2,1,0,LT : 105 m²,LB : 90 m²
113,"Rp 4,3 Miliar",Cicilan: 16 Jutaan per bulan,"Dijual Rumah Di Babakan Jeruk, Pasteur. Cocok Untuk Di Buat Kost""an , Dekat Kampus Maranatha","Pasteur, Bandung",4,4,1,LT : 364 m²,LB : 300 m²
114,"Rp 2,1 Miliar",Cicilan: 8 Jutaan per bulan,"Dijual Rumah Di Turangga, Lokasi Strategis, Dekat Tsm","Turangga, Bandung",3,4,2,LT : 102 m²,LB : 170 m²
115,"Rp 8,8 Miliar",Cicilan: 33 Jutaan per bulan,Murah Dijual Cepat Rumah Tinggal Di Cipedes Tengah Terawat,"Cipedes, Bandung",4,4,8,LT : 1000 m²,LB : 461 m²
116,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,Dijual Cepat Butuh Rumah Modern Minimalis di Dbali Pasteur,"Pasteur, Bandung",3,2,0,LT : 57 m²,LB : 128 m²
117,"Rp 3,75 Miliar",Cicilan: 14 Jutaan per bulan,Harga Nego Rumah 2 Lantai Komplek Batununggal akses tol Buah Batu,"Batununggal, Bandung",4,3,1,LT : 180 m²,LB : 250 m²
118,"Rp 4,5 Miliar",Cicilan: 17 Jutaan per bulan,Rumah Lingkungan Exclusif Minimalis  Singgasana Pradana,"Bojongloa, Bandung",3,2,1,LT : 240 m²,LB : 180 m²
119,"Rp 7,8 Miliar",Cicilan: 29 Jutaan per bulan,"Dijual Rumah Bagus Siap Huni Di Turangga, Dekat Mall Tsm,  Lokasi Strategis","Turangga, Bandung",5,7,0,LT : 380 m²,LB : 500 m²
120,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,"Jual Rumah Taman Kopo Indah 3 , Bagus , Siap Huni , Bandung","Taman Kopo Indah, Bandung",3,2,0,LT : 144 m²,LB : 120 m²
121,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Murah Turangga Bandung Lokasi Favorit Tengah Kota,"Turangga, Bandung",7,3,1,LT : 282 m²,LB : 200 m²
122,"Rp 2,85 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Mewah Di Setiabudhi Regency Bandung ,"Setiabudi, Bandung",6,4,2,LT : 203 m²,LB : 300 m²
123,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,"Rumah Modern Terawat 2 Lt. Area Setra Indah, Antara Komp. Sukamulya Indah Cipedes Tengah","Setra Indah, Bandung",5,3,0,LT : 397 m²,LB : 300 m²
124,Rp 396 Juta,Cicilan: 1 Jutaan per bulan,Kredit Rumah Murah Di Soreang Bandung Rumah Di Jual Soreang Sharia Islamic Soreang,"Soreang, Bandung",2,1,0,LT : 84 m²,LB : 36 m²
125,Rp 396 Juta,Cicilan: 1 Jutaan per bulan,Kpr Syariah Di Soreang Bandung Perumahan Syariah Soreang Bandung Jawa Barat Sharia Islamic Soreang,"Cangkuang, Bandung",2,1,0,LT : 84 m²,LB : 36 m²
126,"Rp 1,89 Miliar",Cicilan: 7 Jutaan per bulan,Rumah 3 Lt Shm View Kota Bandung Dekat Tol & Wisata & Sewa Kelola,"Cisarua, Bandung",2,2,2,LT : 120 m²,LB : 105 m²
127,Rp 396 Juta,Cicilan: 1 Jutaan per bulan,Kpr Rumah Murah Soreang Bandung Rumah Di Daerah Soreang Bandung Sharia Islamic Soreang,"Cangkuang, Bandung",2,1,0,LT : 84 m²,LB : 46 m²
128,"Rp 5,3 Miliar",Cicilan: 20 Jutaan per bulan,rumah mewah siap huni di sera sari pasteur bandung,"Setra Sari, Bandung",5,5,1,LT : 325 m²,LB : 400 m²
129,Rp 50 Miliar,Cicilan: 192 Jutaan per bulan,Rumah Hitung Tanah Saja  Di Sindang Laya Cimenyan,"Cimenyan, Bandung",6,5,2,LT : 9980 m²,LB : 400 m²
130,"Rp 2,55 Miliar",Cicilan: 9 Jutaan per bulan,Rumah mewah murah buah batu regency bandung ,"Buah Batu, Bandung",5,4,2,LT : 224 m²,LB : 320 m²
131,"Rp 1,79 Miliar",Cicilan: 6 Jutaan per bulan,Jual Rumah Kiara Sari Asri Bandung Strategis Hoek Memudahkan Rutinitas Anda,No Data,4,3,2,LT : 178 m²,LB : 175 m²
